date_reported,date_occurred,time_occurred,time_reported,case_number,location,incident,university
2014-03-02,2014-03-02,03:25,03:25,14mu01763,shore & university road,theft of services/student misconduct,Monmouth University
2014-03-04,2014-03-04,NA,07:10,14mu01815,parking lot 14,criminal mischief,Monmouth University
2014-03-06,2014-03-06,21:56,21:56,14mu01896,elmwood hall,criminal mischief,Monmouth University
2014-03-07,2014-03-07,NA,NA,14mu01899,elmwood hall,dv simple assault/pula w/alcohol/stud mis,Monmouth University
2014-03-08,2014-03-08,13:13,13:13,14mu01941,howard hall,disorderly person,Monmouth University
2014-03-09,NA,15:30,10:05,14mu01965,mullaney hall,criminal mischief,Monmouth University
2014-03-13,2014-03-11,11:25,14:42,14mu02040,parking lot,theft (from auto),Monmouth University
2014-03-13,2014-03-13,09:04,09:04,14mu02099,student center,defiant trespasser,Monmouth University
2014-03-14,2014-03-14,18:01,18:02,14mu02143,laurel hall,student misconduct,Monmouth University
2014-03-14,2014-03-14,18:55,18:55,14mu02144,laurel hall,student misconduct,Monmouth University
2014-03-14,2014-03-14,18:58,18:58,14mu02145,laurel hall,student misconduct,Monmouth University
2014-03-24,2014-03-24,16:45,16:45,14mu02351,student center,criminal mischief,Monmouth University
2014-03-24,2014-03-24,20:26,20:35,14mu02358,maplewood hall,pssn of cds w/paraphernalia,Monmouth University
2014-03-24,2014-03-24,11:00,23:55,14mu02360,redwood hall,dv harassment/vio of tro,Monmouth University
2014-03-28,NA,09:00,10:34,14mu02461,bey hall,theft,Monmouth University
2014-03-28,2014-03-27,16:27,11:40,14mu02466,outside student center,theft/criminal mischief,Monmouth University
2014-04-01,2014-04-01,10:00,10:00,14mu02582,lot 5,student misconduct,Monmouth University
2014-04-01,2014-04-01,11:52,11:52,14mu02584,pinewood avenue,criminal mischief,Monmouth University
2014-04-03,2014-04-03,21:36,21:36,14mu02654,elmwood hall,bias criminal mischief,Monmouth University
2014-04-04,2014-04-04,02:59,02:59,14mu02658,mullaney hall,pula w/alcohol;stud mis,Monmouth University
2014-04-08,2014-04-08,22:02,22:02,14mu02787,elmwood hall,pssn of cds/alcohol u/age/student misconduct,Monmouth University
2014-04-09,2014-04-10,19:00,00:15,14mu02821,boylan gym,theft of cash and ccs from wallet,Monmouth University
2014-04-11,2014-04-11,08:30,08:30,14mu02852,jonathan court,illegal dumping,Monmouth University
2014-04-12,2014-04-12,00:25,00:25,14mu02885,mullaney hall,"consumption of alcohol by pula, student misconduct",Monmouth University
2014-04-12,2014-04-12,20:22,20:22,14mu02912,elmwood hall,"under the influence of alcohol by pula, student misconduct",Monmouth University
2014-04-12,2014-04-12,15:43,21:31,14mu02913,laurel hall,criminal mischief,Monmouth University
2014-04-12,2014-04-12,22:41,22:41,14mu02914,parking lot 9,criminal mischief,Monmouth University
2014-04-13,2014-04-13,22:37,22:37,14mu02942,spruce hall,"possession of drug paraphernalia, poss. of alcohol under legal age, student misconduct",Monmouth University
2014-04-14,2014-04-13,19:00,14:10,14mu02962,student center,theft of property lost or mislaid,Monmouth University
2014-04-14,2014-04-14,15:26,15:26,14mu02964,student center,student misconduct,Monmouth University
2014-04-15,NA,18:00,16:47,14mu02995,kessler field,theft,Monmouth University
2014-04-16,2014-04-14,12:00,14:36,14mu03021,parking lot 18,theft from auto,Monmouth University
2014-04-17,2014-04-13,NA,10:00,14mu03045,manasquan,domestic violence harassment,Monmouth University
2014-04-16,NA,11:52,07:30,14mu03147,pinewood avenue,criminal mischief,Monmouth University
2014-04-17,2014-04-17,10:00,12:11,14mu03048,boylan gym,theft,Monmouth University
2014-04-22,NA,NA,08:45,14mu03165,mupd traffic bur,student misconduct,Monmouth University
2014-04-23,2014-04-23,00:21,00:21,14mu03183,cedar hall,pula w/alcohol;stud mis,Monmouth University
2014-04-23,2014-04-23,01:23,01:23,14mu03185,cedar hall,pula w/alcohol;stud mis,Monmouth University
2014-04-24,NA,16:00,21:11,14mu03242,mullaney hall,burglary x 2/theft,Monmouth University
2014-04-27,2014-04-27,12:00,17:55,14mu03326,pier village apt.,harassment,Monmouth University
2014-05-02,2014-05-01,23:15,08:20,14mu03458,monmouth university,dv harassment,Monmouth University
2014-05-02,2014-05-02,17:15,17:15,14mu03472,parking lot 8,bias criminal mischief,Monmouth University
2014-05-02,2014-05-02,20:01,20:01,14mu03478,parking lot 8,pula w/alcohol; student misconduct,Monmouth University
2014-05-03,2014-05-03,06:30,17:15,14mu03499,elmwood hall,theft,Monmouth University
2014-05-04,2014-05-04,12:08,12:08,14mu03515,pinewood hall,psula w/alcohol/student misconduct,Monmouth University
2014-05-04,2014-05-04,22:51,22:51,14mu03535,beechwood hall,psula w/alcohol/student misconduct,Monmouth University
2014-05-04,2014-05-04,23:15,23:15,14mu03538,cedar hall,psula w/alcohol/student misconduct,Monmouth University
2014-05-05,2014-05-05,16:15,16:45,14mu03564,guggenheim library,theft,Monmouth University
2014-05-06,2014-05-06,08:51,08:51,14mu03574,willow hall,criminal mischief,Monmouth University
2014-05-06,NA,15:00,13:58,14mu03583,woods theater,theft,Monmouth University
2014-05-06,2014-05-06,20:30,22:24,14mu03593,lot 20,theft,Monmouth University
2014-05-08,2014-05-08,17:16,17:16,14mu03635,elmwood hall,criminal mischief/student misconduct,Monmouth University
2014-05-08,2014-05-08,20:57,20:57,14mu03641,elmwood hall,criminal mischief,Monmouth University
2014-05-09,2014-05-09,01:54,01:54,14mu03648,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-05-10,2014-05-10,21:07,21:07,14mu03692,laurel hall,criminal mischief,Monmouth University
2014-05-12,2014-05-11,02:00,00:31,14mu03714,laurel hall,criminal mischief,Monmouth University
2014-05-12,2014-05-12,00:53,00:53,14mu03717,cedar hall,harassment,Monmouth University
2014-05-13,NA,23:00,11:17,14mu03758,ifo maplewood hall,theft,Monmouth University
2014-05-13,2014-05-13,18:51,18:51,14mu03778,beechwood hall,pssn of drug paraphernalia/student mis,Monmouth University
2014-05-13,2014-05-13,20:15,20:15,14mu03782,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2014-05-14,2014-05-14,03:15,03:15,14mu03788,jarmon property,criminal mischief,Monmouth University
2014-05-14,2014-05-09,NA,09:00,14mu03796,"matawan, nj",student misconduct (criminal mischief),Monmouth University
2014-05-20,2014-05-20,16:40,16:40,14mu03938,maplewood hall,"possession of drug paraphernalia, student misconduct",Monmouth University
2014-05-23,2014-05-23,10:44,10:44,14mu04020,pier village apt.,possession of cds/drug paraphernalia,Monmouth University
2014-05-28,2014-05-28,09:00,19:51,14mu04144,howard hall,theft of moveable property,Monmouth University
2014-06-03,2014-06-03,09:56,09:56,14mu04251,fitness center,theft,Monmouth University
2014-06-03,NA,12:00,09:59,14mu04252,baseball field,criminal mischief,Monmouth University
2014-06-03,2014-06-03,18:30,19:00,14mu04267,fitness center,theft,Monmouth University
2014-06-06,NA,23:00,16:58,14mu04324,birch hall,theft,Monmouth University
2014-06-10,2014-06-10,05:30,08:27,14mu04397,dining hall,theft,Monmouth University
2014-06-12,2014-06-12,09:11,09:11,14mu04440,dining hall,criminal mischief,Monmouth University
2014-06-20,2014-06-20,21:10,21:10,14mu04642,pollak theater,found contraband/possible cds,Monmouth University
2014-06-20,2014-06-20,22:26,22:26,14mu04643,great lawn apartments,pula w/alcohol/student misconduct,Monmouth University
2014-07-03,2014-07-03,19:42,19:42,14mu04930,great lawn apartments,student misconduct (fire alarm),Monmouth University
2014-07-04,2014-07-04,19:47,19:47,14mu04944,spruce hall,pula w/alcohol/student misconduct,Monmouth University
2014-07-09,2014-07-09,NA,08:00,14mu05051,unknown,harassment (police info only--no jurisdiction),Monmouth University
2014-07-25,2014-07-25,15:00,15:45,14mu05434,over cell phone,dv harassment,Monmouth University
2014-08-04,2014-08-04,19:30,19:30,14mu05651,pinewood hall,theft,Monmouth University
2014-08-10,NA,NA,02:00,14mu05774,b/w laurel & willow,criminal mischief,Monmouth University
2014-08-18,2014-08-18,20:14,20:14,14mu06012,spruce hall,unlicensed entry/student misconduct,Monmouth University
2014-08-30,2014-08-30,12:20,12:20,14mu06361,mullaney hall,pssn of firearm in ed. inst./stud. misconduct,Monmouth University
2014-08-30,2014-08-29,12:30,13:10,14mu06362,parking lot 3,theft from auto,Monmouth University
2014-08-31,2014-08-31,22:59,22:59,14mu06399,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-09-02,2014-09-02,01:43,01:43,14mu06426,shadow lawn drive,disorderly person/student misconduct,Monmouth University
2014-09-02,2014-09-01,18:30,09:41,14mu06437,dining hall,theft of a mu resident parking decal,Monmouth University
2014-09-02,2014-09-02,21:30,21:30,14mu06467,oakwood hall,criminal mischief,Monmouth University
2014-09-04,2014-09-04,14:25,18:21,14mu06534,mac bldg,embezzlement (unfounded),Monmouth University
2014-09-05,2014-09-05,00:16,00:16,14mu06538,university bluffs,pula w/alcohol/student misconduct,Monmouth University
2014-09-05,2014-09-05,00:27,00:27,14mu06539,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-09-05,2014-09-05,07:16,07:16,14mu06546,parking lot 9,criminal mischief,Monmouth University
2014-09-05,2014-09-04,12:15,12:16,14mu06553,kessler field,theft,Monmouth University
2014-09-05,2014-09-05,12:54,12:54,14mu06555,plangere bldg,providing false info to po/hindering apprehension,Monmouth University
2014-09-05,2014-09-05,23:17,23:17,14mu06569,cedar hall,psula w/alcohol/student misconduct,Monmouth University
2014-09-07,2014-09-07,00:42,00:42,14mu06600,mullaney hall,pssssn of cds/marijuana u/50/et al.,Monmouth University
2014-09-07,2014-09-07,01:06,01:06,14mu06601,wilson hall,pula w/alcohol/non-member,Monmouth University
2014-09-07,2014-09-07,10:18,10:18,14mu06607,soccer field,criminal mischief,Monmouth University
2014-09-10,2014-09-10,08:30,08:30,14mu06710,pinewood ave fence,criminal mischief,Monmouth University
2014-09-11,2014-09-11,14:20,14:20,14mu06748,lot 18,giving false information to a police officer/student misconduct,Monmouth University
2014-09-11,2014-09-11,14:32,14:51,14mu06749,mupd,harassment/student misconduct,Monmouth University
2014-09-13,NA,20:00,02:29,14mu06797,great lawn apartments,"simple assault(domestic violence), criminal mischief, student misconduct",Monmouth University
2014-09-13,2014-09-13,13:15,13:15,14mu06807,lot 13,"poss. of alcoholic beverages by minors, student misconduct",Monmouth University
2014-09-13,2014-09-13,12:45,14:24,14mu06808,lot 14,theft of moveable property,Monmouth University
2014-09-14,2014-09-14,01:46,01:46,14mu06827,new hall,under the influence of alcohol under the legal age,Monmouth University
2014-09-16,2014-09-16,21:30,21:30,14mu06918,lot 8,student misconduct (parking decal issue),Monmouth University
2014-09-18,2014-09-18,21:27,21:27,14mu06978,pinewood hall,pssn of marijuana u/50; para; stud mis,Monmouth University
2014-09-19,2014-09-19,00:34,00:34,14mu06983,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2014-09-19,2014-09-19,02:21,02:22,14mu06985,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2014-09-19,2014-09-18,14:38,19:53,14mu07018,outside edison hall,"harassment, contempt (dv), student misc.",Monmouth University
2014-09-19,2014-09-19,21:20,21:20,14mu07019,mullaney hall,criminal mischief,Monmouth University
2014-09-20,2014-09-20,01:26,01:26,14mu07026,parking lot 11,domestic violence simple assault//threats,Monmouth University
2014-09-20,2014-09-20,22:03,22:03,14mu07051,mullaney hall,"underage consumption/poss. of alcohol, student misc.",Monmouth University
2014-09-24,2014-09-23,22:15,12:14,14mu07157,boylan gym,theft backpack and laptop,Monmouth University
2014-09-24,2014-09-24,17:15,19:36,14mu07168,student center,theft of purse and all contents,Monmouth University
2014-09-28,2014-09-28,02:56,02:56,14mu07259,lot 6,criminal mischief,Monmouth University
2014-09-28,2014-09-28,06:06,06:06,14mu07260,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-09-29,NA,18:30,09:11,14mu07286,lacrosse storage shed,theft of 250 yellow lacrosse balls,Monmouth University
2014-10-02,2014-10-02,23:46,23:46,14mu07399,spruce hall,pssn of marijuana u/50; para; stud mis,Monmouth University
2014-10-03,2014-10-03,23:13,23:13,14mu07428,mac,pula w/alcohol/student misconduct,Monmouth University
2014-10-03,2014-10-03,21:17,21:17,14mu07433,elmwood hall,psula w/alcohol/student misconduct,Monmouth University
2014-10-03,2014-10-03,21:50,21:50,14mu07434,mac,pula w/alcohol (non-member) jv,Monmouth University
2014-10-04,2014-10-04,01:09,01:09,14mu07437,cedar hall,pssn of marijuana u/50; para; stud mis,Monmouth University
2014-10-04,NA,14:00,14:00,14mu07453,ifo new hall,theft of parking sign (pulled from ground0,Monmouth University
2014-10-05,2014-10-05,00:31,00:31,14mu07467,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2014-10-05,2014-10-05,01:34,01:34,14mu07471,pinewood hall,psula w/alcohol/student misconduct,Monmouth University
2014-10-05,2014-10-05,02:29,02:29,14mu07473,pinewood hall,psula w/alcohol/student misconduct,Monmouth University
2014-10-07,2014-10-07,19:00,19:18,14mu07545,mcallan hall,dv harassment,Monmouth University
2014-10-07,2014-10-07,22:25,22:25,14mu07550,maplewood hall,pssn of marijuana u/50; stud mis,Monmouth University
2014-10-07,2014-10-07,23:34,23:34,14mu07551,oakwood hall,student misconduct,Monmouth University
2014-10-10,2014-10-10,01:00,01:00,14mu07626,laurel hall,pula w/alcohol/student misconduct,Monmouth University
2014-10-10,2014-10-10,01:30,01:30,14mu07627,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-10-11,2014-10-11,01:21,01:21,14mu07665,elmwood hall,"consumption of alcohol by pula, student misconduct",Monmouth University
2014-10-11,2014-10-11,12:03,12:03,14mu07674,boylan gym,pula w/alcohol/student misconduct,Monmouth University
2014-10-12,2014-10-12,00:34,00:34,14mu07689,lot 8,criminal mischief,Monmouth University
2014-10-14,2014-10-14,20:01,20:01,14mu07755,pinewood hall,criminal trespass (related to 14mu07471),Monmouth University
2014-10-15,NA,14:30,13:35,14mu07782,bey hall,theft text book,Monmouth University
2014-10-15,NA,08:00,14:49,14mu07783,unknown,theft of njdl,Monmouth University
2014-10-15,2014-10-15,16:03,16:03,14mu07785,outside boylan gym,pssn of marijuana (found contraband),Monmouth University
2014-10-20,NA,08:00,15:19,14mu07901,mac,theft of bike,Monmouth University
2014-10-21,2014-10-21,16:39,16:39,14mu07930,willow hall,student misconduct (admitted to smoking marijuana),Monmouth University
2014-10-23,2014-10-23,02:05,02:05,14mu07979,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-10-23,NA,19:00,10:01,14mu07990,mullaney hall,theft of bike,Monmouth University
2014-10-23,2014-10-23,08:00,12:45,14mu07994,student center,criminal mischief (bias incident),Monmouth University
2014-10-23,2014-10-23,16:21,16:21,14mu08000,lot 18,false report/failure to report/leaving scene,Monmouth University
2014-10-24,2014-10-24,01:32,01:32,14mu08012,lot 3,pula w/alcohol/student misconduct,Monmouth University
2014-10-25,NA,22:00,14:17,14mu08052,new hall,criminal mischief,Monmouth University
2014-10-27,2014-10-27,09:37,09:37,14mu08095,pinewood avenue,criminal mischief,Monmouth University
2014-10-27,NA,22:30,12:05,14mu08102,maplewood hall,theft of bike,Monmouth University
2014-10-30,2014-10-30,06:00,06:00,14mu08188,universtiy rd,theft of 15 minute parking sign,Monmouth University
2014-10-30,NA,16:15,12:43,14mu08196,parking lot 8,theft of license plate,Monmouth University
2014-10-30,2014-10-30,15:30,00:29,14mu08216,pinewood hall,theft of wallet and keys,Monmouth University
2014-10-31,2014-10-31,00:50,00:50,14mu08217,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-01,2014-11-01,01:14,02:10,14mu08252,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-01,2014-11-01,01:08,01:08,14mu08254,beechwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-01,2014-11-01,01:47,01:47,14mu08256,willow hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-02,2014-11-02,02:08,02:08,14mu08286,willow hall,aggravated assault/student misconduct,Monmouth University
2014-11-02,2014-11-02,02:10,02:10,14mu08287,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-03,2014-11-03,14:30,16:15,14mu08332,mac,theft of wallet from backpack,Monmouth University
2014-11-03,2014-11-02,01:30,17:45,14mu08336,willow hall,simple assault,Monmouth University
2014-11-03,2014-11-02,18:00,18:28,14mu08339,wilson hall,theft of bike,Monmouth University
2014-11-04,2014-11-03,18:00,22:36,14mu08372,woods theater,lost cash (no crime yet),Monmouth University
2014-11-10,NA,20:00,12:12,14mu08534,parking lot 1,criminal mischief,Monmouth University
2014-11-13,2014-11-13,03:29,03:29,14mu08618,parking lots 1 & 2,criminal mischief/pula w/alcohol/student misconduct,Monmouth University
2014-11-15,2014-11-15,01:30,01:30,14mu08682,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-15,2014-11-15,02:40,02:40,14mu08683,laurel hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-16,2014-11-15,17:00,17:06,14mu08701,guggenheim library,harassment,Monmouth University
2014-11-16,2014-11-16,02:53,02:53,14mu08715,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-16,2014-10-26,18:11,11:18,14mu08722,west long branch,student misconduct,Monmouth University
2014-11-18,2014-11-18,15:21,15:21,14mu08787,monmouth university,student misconduct,Monmouth University
2014-11-20,NA,23:30,22:57,14mu08859,pinewood hall,terroristic threats,Monmouth University
2014-11-20,2014-11-20,15:45,23:23,14mu08860,bey hall,theft,Monmouth University
2014-11-21,2014-11-21,01:57,01:57,14mu08865,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-21,2014-11-21,11:00,11:40,14mu08879,student center,criminal mischief,Monmouth University
2014-11-21,2014-11-21,08:15,14:39,14mu08880,parking lot 14,theft/criminal mischief,Monmouth University
2014-11-22,2014-11-22,03:25,03:25,14mu08906,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-23,2014-11-23,00:47,00:47,14mu08929,area of cedar hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-23,2014-11-23,04:07,04:07,14mu08935,beechwood hall,pula w/alcohol/student misconduct,Monmouth University
2014-11-23,2014-11-23,00:01,02:56,14mu08945,spruce hall,criminal mischief,Monmouth University
2014-11-24,2014-11-21,13:30,10:36,14mu08973,student center,theft,Monmouth University
2014-11-24,2014-11-24,22:52,22:52,14mu08992,new hall,pssn of marijuana u/50/paraphernalia/student misconduct,Monmouth University
2014-11-26,2014-11-26,18:17,18:17,14mu09052,university bluffs,"student misconduct, poss. of drug paraphernalia",Monmouth University
2014-12-01,NA,20:00,11:33,14mu09128,great lawn apartments,burglary/theft,Monmouth University
2014-12-03,2014-11-17,12:00,14:50,14mu09190,monmouth mall,student misconduct (shoplifting/warrant),Monmouth University
2014-12-04,2014-12-04,14:40,15:01,14mu09220,mac,theft,Monmouth University
2014-12-06,2014-12-06,01:30,03:10,14mu09273,facilities mngmnt,mv theft,Monmouth University
2014-12-07,2014-12-07,00:01,00:01,14mu09294,willow hall,pula w/alcohol/student misconduct,Monmouth University
2014-12-08,2014-12-06,14:00,13:06,14mu09341,dining hall,theft,Monmouth University
2014-12-09,2014-12-09,14:15,14:36,14mu09371,lot 14,"violation of fro, defiant trespass",Monmouth University
2014-12-10,2014-12-10,13:15,13:15,14mu09394,oakwood hall,"harassment (domestic), student misconduct",Monmouth University
2014-12-24,2014-12-24,10:47,10:47,14mu09750,elmwwod hall,criminal mischief,Monmouth University
2015-01-04,2015-01-04,04:50,04:50,15mu00048,guggenheim library,pula w/alcohol,Monmouth University
2015-01-05,2015-01-05,13:26,13:26,15mu00080,student center,harassment,Monmouth University
2015-01-08,2015-01-08,11:03,11:03,15mu00164,mupd,harassment,Monmouth University
2015-01-11,2015-01-11,15:36,15:36,15mu00231,"366 cedar avenue, lb, nj",criminal mischief,Monmouth University
2015-01-13,2015-01-12,15:00,08:00,15mu00282,student center,harassment,Monmouth University
2015-01-14,2015-01-14,15:00,15:00,15mu00308,wilson hall,warrant arrest/resisting/obstruction/disorderly,Monmouth University
2014-01-20,NA,NA,12:04,15mu00466,alumni affairs,harassment,Monmouth University
2015-01-22,2015-01-20,00:00,16:08,15mu00520,pinewood,theft,Monmouth University
2015-01-24,2015-01-24,02:11,02:11,15mu00556,pinewood hall,pula w/alcohol,Monmouth University
2015-01-24,2015-01-24,02:13,02:13,15mu00557,spruce hall,criminal mischief,Monmouth University
2015-01-24,2015-01-23,08:00,16:18,15mu00571,parking lot 13,theft (from auto),Monmouth University
2015-01-25,2015-01-25,01:21,01:21,15mu00584,willow hall,pula w/alcohol,Monmouth University
2015-01-25,2015-01-25,01:30,01:30,15mu00585,mullaney hall,psula w/alcohol,Monmouth University
2015-02-07,2015-02-07,01:00,01:00,15mu00909,cedar hall,pula w/alcohol,Monmouth University
2015-02-07,2015-02-07,01:33,01:33,15mu00911,beechwood hall,pula w/alcohol,Monmouth University
2015-02-08,2015-02-08,00:05,00:05,15mu00933,oakwood hall,pula w/alcohol,Monmouth University
2015-02-09,2015-02-09,13:25,13:25,15mu00980,pinewood avenue,criminal mischief,Monmouth University
2015-02-12,2015-02-12,22:10,22:10,15mu01067,elmwood hall,pssn of marijuana u/50/stud mis,Monmouth University
2015-02-13,2015-02-13,00:20,00:20,15mu01070,mullaney hall,pssn of marijuana u/50/stud mis,Monmouth University
2015-02-15,2015-02-15,02:01,02:01,15mu01124,beechwood hall,pula w/alcohol,Monmouth University
2015-02-17,2015-02-17,19:44,19:44,15mu01209,student center,bias criminal mischief,Monmouth University
2015-02-19,2015-02-19,02:50,02:50,15mu01249,pinewood hall,pula w/alcohol,Monmouth University
2015-02-20,2015-02-20,11:32,11:32,15mu01280,parking lot 18,traffic warrant,Monmouth University
2015-02-20,2015-02-20,13:10,13:10,15mu00520,mupd,january theft arrest,Monmouth University
2015-02-21,2015-02-21,01:40,01:40,15mu01298,cedar hall,pula w/alcohol,Monmouth University
2015-02-21,2015-02-21,21:36,21:36,15mu01318,elmwood hall,pssn of marijuana u/50/paraphernalia/stud mis,Monmouth University
2015-02-23,2015-02-23,01:00,18:20,15mu01368,elmwood hall,theft,Monmouth University
2015-02-25,2015-02-25,09:59,09:59,15mu01415,mullaney hall,criminal mischief,Monmouth University
2015-02-25,2015-02-25,12:21,12:21,15mu01418,dining hall,criminal mischief,Monmouth University
2015-02-26,2015-02-26,02:53,02:53,15mu01439,pinewood hall,pula w/alcohol,Monmouth University
2015-03-01,2015-03-01,02:48,02:48,15mu01535,mullaney hall,psula w/alcohol,Monmouth University
2015-03-01,2020-10-02,09:00,17:30,15mu01554,parking lot 3,criminal mischief to auto,Monmouth University
2015-03-05,2015-03-05,17:24,17:24,15mu01644,mullaney hall,pssn of marijuana u/50 et al.,Monmouth University
2015-03-08,2015-03-08,01:38,03:11,15mu01690,spruce hall,criminal mischief/pula w/alcohol,Monmouth University
2015-03-10,2015-03-10,07:21,09:57,15mu01732,parking lot 8,student misconduct,Monmouth University
2015-03-10,2015-03-10,10:05,10:05,15mu01734,elmwood hall,bias criminal mischief,Monmouth University
2015-03-13,2015-03-13,01:15,01:15,15mu01788,mullaney hall,pssn of marijuana w/intent to dist. et al.,Monmouth University
2015-03-13,2015-03-13,17:32,17:32,15mu01808,oakwood hall,student misconduct,Monmouth University
2015-03-23,NA,23:30,17:45,15mu01974,parking lot 3,criminal mischief,Monmouth University
2015-03-23,2015-03-23,21:30,22:44,15mu01980,mullaney hall,criminal mischief,Monmouth University
2015-03-25,2015-03-25,00:56,00:56,15mu01999,mullaney hall,pula w/alcohol,Monmouth University
2015-03-25,2015-03-25,01:34,01:34,15mu02000,mullaney hall,psula w/alcohol,Monmouth University
2015-03-25,2015-03-25,03:16,03:16,15mu02002,mullaney hall,pula w/alcohol,Monmouth University
2015-03-25,2015-03-25,10:15,11:19,15mu02011,boylan gym,terroristic threats,Monmouth University
2015-03-26,2015-03-26,02:43,02:43,15mu02029,elmwood hall,criminal mischief,Monmouth University
2015-03-27,2015-03-27,00:41,00:41,15mu02060,mullaney hall,psula w/alcohol,Monmouth University
2015-03-27,2015-03-27,14:38,14:38,15mu02071,howard hall,bias criminal mischief,Monmouth University
2015-03-29,2015-03-29,02:25,02:25,15mu02113,mullaney hall,pula w/alcohol,Monmouth University
2015-03-31,2015-03-31,06:30,11:52,15mu02169,parking lot 18,criminal mischief,Monmouth University
2015-04-01,2015-03-31,13:15,15:04,15mu02195,mac,theft,Monmouth University
2015-04-01,2015-04-01,22:45,22:45,15mu02202,elmwood hall,bias criminal mischief,Monmouth University
2015-04-02,2020-04-02,12:40,14:40,15mu02217,lot 14,criminal mischief,Monmouth University
2015-04-02,2015-04-02,17:30,19:30,15mu02224,garden apts.,theft,Monmouth University
2015-04-07,NA,12:00,21:53,15mu02335,mu campus,harassment,Monmouth University
2015-04-10,2015-04-10,04:16,04:16,15mu02405,garden apts.,student misconduct,Monmouth University
2015-04-11,NA,21:00,14:15,15mu02440,long branch,dv criminal mischief,Monmouth University
2015-04-12,2015-04-12,03:25,03:28,15mu02455,new hall,fraud,Monmouth University
2015-04-16,2015-04-16,01:10,01:10,15mu02549,maplewood hall,dv harassment,Monmouth University
2015-04-16,2015-04-16,13:38,13:38,15mu02559,parking lot,student misconduct,Monmouth University
2015-04-19,2015-04-19,01:30,01:30,15mu02622,mullaney hall,pula w/alcohol,Monmouth University
2015-04-22,NA,16:00,09:48,15mu02714,lot 20/library garden,theft of moveable property,Monmouth University
2015-04-22,2015-04-22,08:15,10:12,15mu02717,parking lot 25,criminal mischief,Monmouth University
2015-04-23,2015-04-23,01:00,09:55,15mu02739,new hall,criminal mischief,Monmouth University
2015-04-25,2015-04-25,01:05,01:05,15mu02792,pinewood hall,psula w/alcohol,Monmouth University
2015-04-25,2015-04-25,04:25,04:25,15mu02797,spruce hall,pula w/alcohol,Monmouth University
2015-04-25,2015-04-25,11:00,20:03,15mu02813,woods theater,theft by unlawful taking,Monmouth University
2015-04-26,2015-04-26,03:25,03:25,15mu02821,mullaney hall,psula w/alcohol,Monmouth University
2015-05-01,2015-05-01,10:42,10:42,15mu02940,cedar hall,student misconduct,Monmouth University
2015-05-02,2015-05-02,13:15,13:15,15mu02974,garden apts.,student misconduct,Monmouth University
2015-05-02,2015-05-02,19:23,19:23,15mu02988,pinewood hall,pula w/alcohol,Monmouth University
2015-05-06,2015-05-06,21:48,21:48,15mu03067,pinewood hall,pula w/alcohol,Monmouth University
2015-05-07,2015-05-07,16:01,16:01,15mu03092,great lawn apts.,pssn mrjna u/50; prphrnlia; stud mis,Monmouth University
2015-05-08,2015-05-08,19:46,19:46,15mu03124,lot 15,criminal mischief,Monmouth University
2015-05-09,2015-05-09,00:52,00:52,15mu03131,elmwood hall,pula w/alcohol,Monmouth University
2015-05-12,NA,19:30,13:13,15mu03196,ifo elmwood hall,theft of bike,Monmouth University
2015-05-27,2015-05-21,01:34,12:23,15mu03509,parking lot 23,theft/criminal mischief,Monmouth University
2015-06-04,2015-06-04,11:45,13:20,15mu03709,spruce hall,criminal mischief,Monmouth University
2015-06-20,2015-06-20,19:10,19:10,15mu04036,tennis courts,criminal mischief,Monmouth University
2015-06-26,NA,17:30,01:45,15mu04141,ifo great lawn apts,theft of bike,Monmouth University
2015-06-28,2015-06-28,01:39,01:39,15mu04180,ifo cedar hall,criminal mischief,Monmouth University
2015-07-16,NA,11:30,08:24,15mu04509,fac. mngmnt yard,theft/criminal mischief,Monmouth University
2015-07-16,NA,16:00,09:01,15mu04510,fac. mngmnt yard,theft/criminal mischief,Monmouth University
2015-07-16,2015-07-16,09:00,09:00,15mu04511,laurel hall,defiant trespass,Monmouth University
2015-07-21,2015-07-20,13:15,10:45,15mu04612,edison science,theft of bike,Monmouth University
