date_reported,incident,time_occurred,case_number,date_occurred,time_reported,location,university
2014-03-14,"theft from building, dewick macphie dining hall, 25 latin way, medford/somerville campus",18:00,14tum‐168‐of,2014-03-13,NA,NA,Tufts University
2014-03-13,"larceny, other type, wilson house, 136 curtis st, medford/somerville campus",17:34,14tum‐167‐of,2014-03-13,NA,NA,Tufts University
2014-03-12,"destruction / damage / vandalism of property, bromfield‐pearson building, 503 boston ave, medford/somerville campus",11:06,14tum‐164‐of,2014-03-12,NA,NA,Tufts University
2014-03-12,"burglary / breaking and entering, miller hall, 210 packard ave, medford/somerville campus",13:45,14tum‐166‐of,2014-03-12,NA,NA,Tufts University
2014-02-27,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",02:00,14tum‐134‐of,2014-02-27,NA,NA,Tufts University
2014-02-26,"theft from building, mayer campus center, 44 professors row, medford/somerville campus",20:47,14tum‐132‐of,2014-02-26,NA,NA,Tufts University
2014-02-24,"trespass of real property, curtis hall, 474 boston ave, medford/somerville campus",23:25,14tum‐14‐ar,2014-02-24,NA,NA,Tufts University
2014-02-23,"traffic, town by‐law offenses, professors row, medford/somerville campus",00:46,14tum‐121‐of,2014-02-23,NA,NA,Tufts University
2014-02-21,"trespass of real property, lewis hall, 85 packard ave, medford/somerville campus",04:07,14tum‐9‐ar,2014-02-21,NA,NA,Tufts University
2014-02-17,"theft from building, tisch library, 35 professors row, medford/somerville campus",16:46,14tum‐106‐of,2014-02-17,NA,NA,Tufts University
2014-02-17,"trespass of real property, dewick macphie dining hall, 25 latin way, medford/somerville campus",17:36,14tum‐108‐of,2014-02-17,NA,NA,Tufts University
2014-02-16,"theft from building, alpha epsilon pi, 45 sawyer ave, medford/somerville campus",02:30,14tum‐103‐of,2014-02-16,NA,NA,Tufts University
2014-02-10,"destruction / damage / vandalism of property, tisch library, 35 professors row, medford/somerville campus",16:00,14tum‐86‐of,2014-02-07,NA,NA,Tufts University
2014-02-09,"liquor law violation, tisch library roof (alex's place), 5r the green , medford/somerville campus",03:06,14tum‐6‐ar,2014-02-09,NA,NA,Tufts University
2014-02-09,"traffic, town by‐law offenses, 92 professors row, medford/somerville campus",01:23,14tum‐82‐of,2014-02-09,NA,NA,Tufts University
2014-02-08,"simple assault, theta delta chi fraternity house, 123 packard ave, medford/somerville campus",01:15,14tum‐78‐of,2014-02-08,NA,NA,Tufts University
2014-02-02,"forcible rape, zeta beta tau fraternity house, 126 packard ave, medford/somerville campus",00:20,14tum‐67‐of,2014-02-02,NA,NA,Tufts University
2014-02-01,"driving under the influence, olin language center, 180 packard ave, medford/somerville campus",00:34,14tum‐58‐of,2014-02-01,NA,NA,Tufts University
2014-02-01,"simple assault, anthony house, 14 professors row, medford/somerville campus",23:43,14tum‐61‐of,2014-01-31,NA,NA,Tufts University
2014-01-26,"burglary / breaking and entering, off campus, curtis ave, somerville",03:21,14tum‐43‐of,2014-01-26,NA,NA,Tufts University
2014-01-25,"simple assault, tufts admin building day care, 165 holland st, medford/somerville campus",12:00,14tum‐42‐of,2012-05-30,NA,NA,Tufts University
2014-01-24,"theft from building, theta chi fraternity house, 100 packard ave, medford/somerville campus",12:00,14tum‐40‐of,2013-12-15,NA,NA,Tufts University
2014-05-31,"stolen property offenses, off campus, boston ave, medford",23:10,14tum‐370‐of,2014-05-30,NA,NA,Tufts University
2014-05-28,"disorderly conduct, off campus, boston ave, medford",17:50,14tum‐366‐of,2014-05-28,NA,NA,Tufts University
2014-05-21,"simple assault, off campus, bromfield rd, somerville",00:28,14tum‐364‐of,2014-05-21,NA,NA,Tufts University
2014-05-19,"destruction / damage / vandalism of property, tab lot, 167 holland st, medford/somerville campus",16:00,14tum‐360‐of,2014-05-16,NA,NA,Tufts University
2014-05-19,"theft from building, university police station, 419 boston ave, medford/somerville campus",15:45,14tum‐362‐of,2014-05-19,NA,NA,Tufts University
2014-05-16,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",16:00,14tum‐352‐of,2014-05-16,NA,NA,Tufts University
2014-05-11,"burglary / breaking and entering, latin way dormitory, 40 lower campus rd, medford/somerville campus",07:20,14tum‐341‐of,2014-05-11,NA,NA,Tufts University
2014-05-10,"larceny, other type, bello field, 160b college ave, medford/somerville campus",08:10,14tum‐339‐of,2014-05-10,NA,NA,Tufts University
2014-05-09,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",18:00,14tum‐336‐of,2014-05-09,NA,NA,Tufts University
2014-05-08,"destruction / damage / vandalism of property, central heating plant, 100 north hill rd, medford/somerville campus",14:00,14tum‐328‐of,2014-05-02,NA,NA,Tufts University
2014-05-08,"theft from building, haskell hall, 43 latin way, medford/somerville campus",18:58,14tum‐330‐of,2014-05-08,NA,NA,Tufts University
2014-05-01,"theft from building, mayer campus center, 44 professors row, medford/somerville campus",11:00,14tum‐316‐of,2014-05-01,NA,NA,Tufts University
2014-04-29,"theft from building, miller hall, 210 packard ave, medford/somerville campus",23:58,14tum‐311‐of,2014-04-28,NA,NA,Tufts University
2014-04-29,"burglary / breaking and entering, tilton hall, 1 tilton ln, medford/somerville campus",18:45,14tum‐313‐of,2014-04-20,NA,NA,Tufts University
2014-04-29,"disorderly conduct, tisch library, 35 professors row, medford/somerville campus",12:45,14tum‐314‐of,2014-04-29,NA,NA,Tufts University
2014-04-29,"destruction / damage / vandalism of property, alpha tau omega, 134 professors row, medford/somerville campus",19:30,14tum‐315‐of,2014-04-28,NA,NA,Tufts University
2014-04-28,"larceny, other type, university police station, 419 boston ave, medford/somerville campus",15:00,14tum‐309‐of,2014-04-25,NA,NA,Tufts University
2014-04-26,"drunkenness, theta delta chi fraternity house, 123 packard ave, medford/somerville campus",23:15,14tum‐29‐ar,2014-04-26,NA,NA,Tufts University
2014-04-22,"burglary / breaking and entering, haskell hall, 43 latin way, medford/somerville campus",23:00,14tum‐276‐of,2014-04-10,NA,NA,Tufts University
2014-04-19,"destruction / damage / vandalism of property, psychology building, 490 boston ave, medford/somerville campus",00:00,14tum‐267‐of,2014-04-19,NA,NA,Tufts University
2014-04-16,"theft from building, wren hall, 11 winthrop st, medford/somerville campus",18:15,14tum‐256‐of,2014-04-16,NA,NA,Tufts University
2014-04-15,"burglary / breaking and entering, south hall, 30 lower campus rd, medford/somerville campus",17:05,14tum‐254‐of,2014-04-15,NA,NA,Tufts University
2014-04-15,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",17:31,14tum‐255‐of,2014-04-15,NA,NA,Tufts University
2014-04-14,"destruction / damage / vandalism of property, pearson chemistry building, 62 talbot ave, medford/somerville campus",12:00,14tum‐251‐of,2014-04-14,NA,NA,Tufts University
2014-04-12,"theft from building, mayer campus center, 44 professors row, medford/somerville campus",23:12,14tum‐244‐of,2014-04-11,NA,NA,Tufts University
2014-04-12,"burglary / breaking and entering, 574 boston ave ‐ walnut hill, 574 boston ave, medford/somerville campus",11:06,14tum‐247‐of,2014-04-12,NA,NA,Tufts University
2014-04-09,"theft from building, tilton hall, 1 tilton ln, medford/somerville campus",23:00,14tum‐233‐of,2014-04-01,NA,NA,Tufts University
2014-04-09,"impersonation, off campus, po box 5250 , tallahassee",16:24,14tum‐236‐of,2014-03-23,NA,NA,Tufts University
2014-04-03,"larceny, other type, tisch library, 35 professors row, medford/somerville campus",19:16,14tum‐210‐of,2014-04-03,NA,NA,Tufts University
2014-06-13,"theft from motor vehicle, bray lab, 504 boston ave, medford/somerville campus",23:00,14tum‐380‐of,2014-06-12,NA,NA,Tufts University
2014-06-13,"theft from motor vehicle, central services building, 520 boston ave, medford/somerville campus",23:30,14tum‐381‐of,2014-06-12,NA,NA,Tufts University
2014-06-08,"theft from building, off campus, capen st, medford",22:00,14tum‐376‐of,2014-06-06,NA,NA,Tufts University
2014-06-07,"destruction / damage / vandalism of property, hillel center, 220 packard ave, medford/somerville campus",14:00,14tum‐375‐of,2014-06-06,NA,NA,Tufts University
2014-06-14,"destruction / damage / vandalism of property, bacon hall, 530 boston ave, medford/somerville campus",12:00,14tum‐382‐of,2014-06-12,NA,NA,Tufts University
2014-07-13,"burglary / breaking and entering, bartol house (arts house), 37 sawyer ave, medford/somerville campus",18:27,14tum‐407‐of,2014-07-13,NA,NA,Tufts University
2014-07-12,"larceny, other type, bello field, 160r college ave, medford/somerville campus",19:10,14tum‐404‐of,2014-07-11,NA,NA,Tufts University
2014-07-07,"intimidation, off campus, medford st, somerville",17:00,14tum‐400‐of,2014-07-06,NA,NA,Tufts University
2014-06-28,"disorderly conduct, off campus, college ave, medford",00:27,14tum‐395‐of,2014-06-28,NA,NA,Tufts University
2014-06-24,"theft of motor vehicle parts or accessories, cohen lot, 1 lower campus rd, medford/somerville campus",23:30,14tum‐391‐of,2014-06-19,NA,NA,Tufts University
2014-06-23,"disorderly conduct, mayer campus center, 44 professors row, medford/somerville campus",21:50,14tum‐390‐of,2014-06-23,NA,NA,Tufts University
2014-08-06,"theft from building, arena computer annex, 35 lower campus rd, medford/somerville campus",15:40,14tum‐422‐of,2014-07-29,NA,NA,Tufts University
2014-07-23,"traffic, town by‐law offenses, 30 lower campus rd, medford/somerville campus",10:09,14tum‐415‐of,2014-07-23,NA,NA,Tufts University
2014-07-22,"traffic, town by‐law offenses, tab lot, 167 holland st, medford/somerville campus",09:00,14tum‐413‐of,2014-07-22,NA,NA,Tufts University
2014-07-22,"larceny, other type, off campus, capen st, medford",20:30,14tum‐414‐of,2014-07-21,NA,NA,Tufts University
2014-08-22,"larceny, other type, bello field, 160b college ave, medford/somerville campus",15:00,14tum‐439‐of,2014-08-21,NA,NA,Tufts University
2014-08-21,"larceny, other type, lower campus rd, medford/somerville campus",14:45,14tum‐438‐of,2014-08-21,NA,NA,Tufts University
2014-08-19,"destruction / damage / vandalism of property, tufts administration building, 169 holland st, medford/somerville campus",10:15,14tum‐435‐of,2014-08-19,NA,NA,Tufts University
2014-10-03,"destruction / damage / vandalism of property, off campus, west adams st, somerville",00:29,14tum‐609‐of,2014-10-03,NA,NA,Tufts University
2014-09-29,"burglary / breaking and entering, packard hall, 4 the green , medford/somerville campus",17:00,14tum‐599‐of,2014-09-26,NA,NA,Tufts University
2014-09-28,"drug / narcotic violations, tisch library roof (alex's place), 5r the green , medford/somerville campus",01:10,14tum‐589‐of,2014-09-28,NA,NA,Tufts University
2014-09-27,"liquor law violation, anthony house, 14 professors row, medford/somerville campus",23:34,14tum‐580‐of,2014-09-26,NA,NA,Tufts University
2014-09-26,"counterfeiting / forgery, delta upsilon fraternity house, 114 professors row, medford/somerville campus",23:35,14tum‐570‐of,2014-09-25,NA,NA,Tufts University
2014-09-24,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",11:00,14tum‐566‐of,2014-09-24,NA,NA,Tufts University
2014-09-22,"theft from building, goddard hall, 160 packard ave, medford/somerville campus",21:45,14tum‐557‐of,2014-09-21,NA,NA,Tufts University
2014-09-22,"theft from building, tisch library, 35 professors row, medford/somerville campus",13:50,14tum‐558‐of,2014-09-22,NA,NA,Tufts University
2014-09-22,"theft from building, tisch library, 35 professors row, medford/somerville campus",15:17,14tum‐559‐of,2014-09-22,NA,NA,Tufts University
2014-09-22,"theft from building, cabot intercultural center, 170 packard ave, medford/somerville campus",20:05,14tum‐560‐of,2014-09-22,NA,NA,Tufts University
2014-09-20,"burglary / breaking and entering, hill hall, 387 boston ave, medford/somerville campus",21:05,14tum‐548‐of,2014-09-20,NA,NA,Tufts University
2014-09-17,"larceny, other type, anderson hall, 200 college ave, medford/somerville campus",15:50,14tum‐532‐of,2014-09-15,NA,NA,Tufts University
2014-09-16,"theft from building, tisch library, 35 professors row, medford/somerville campus",14:35,14tum‐527‐of,2014-09-16,NA,NA,Tufts University
2014-09-15,"theft from building, latin way dormitory, 40 lower campus rd, medford/somerville campus",15:04,14tum‐524‐of,2014-09-15,NA,NA,Tufts University
2014-09-14,"destruction / damage / vandalism of property, delta tau delta fraternity house, 98 professors row, medford/somerville campus",00:10,14tum‐517‐of,2014-09-14,NA,NA,Tufts University
2014-09-12,"theft from building, olin language center, 180 packard ave, medford/somerville campus",17:33,14tum‐510‐of,2014-09-12,NA,NA,Tufts University
2014-09-11,"larceny, other type, science and technology center, 4 colby st, medford/somerville campus",18:00,14tum‐503‐of,2014-09-11,NA,NA,Tufts University
2014-09-07,"theft from building, carmichael hall, 200 packard ave, medford/somerville campus",19:01,14tum‐485‐of,2014-09-07,NA,NA,Tufts University
2014-08-31,"larceny, other type, 196 boston ave, 196 boston ave, medford/somerville campus",12:00,14tum‐456‐of,2014-08-30,NA,NA,Tufts University
2014-08-30,"larceny, other type, off campus, dearborn rd, somerville",16:30,14tum‐448‐of,2014-08-30,NA,NA,Tufts University
2014-08-27,"burglary / breaking and entering, wren hall, 11 winthrop st, medford/somerville campus",04:09,14tum‐442‐of,2014-08-27,NA,NA,Tufts University
2014-03-31,"theft from building, zeta psi fraternity house, 80 professors row, medford/somerville campus",12:00,14tum‐201‐of,2014-03-29,NA,NA,Tufts University
2014-03-30,"theft from building, blakeley hall, 1 winthrop st, medford/somerville campus",12:00,14tum‐197‐of,2014-03-17,NA,NA,Tufts University
2014-03-28,"larceny, other type, talbot ave, medford/somerville campus",08:00,14tum‐188‐of,2014-03-26,NA,NA,Tufts University
2014-10-14,"theft from building, off campus, college ave, somerville",19:00,14tum‐649‐of,2014-10-11,NA,NA,Tufts University
2014-10-14,"theft from building, tisch library, 35 professors row, medford/somerville campus",12:42,14tum‐650‐of,2014-10-14,NA,NA,Tufts University
2014-10-13,"theft from building, delta upsilon fraternity house, 114 professors row, medford/somerville campus",20:00,14tum‐643‐of,2014-10-12,NA,NA,Tufts University
2014-10-13,"theft from building, university police station, 419 boston ave, medford/somerville campus",14:25,14tum‐645‐of,2014-10-12,NA,NA,Tufts University
2014-10-13,"theft from building, alpha phi sorority house, 14 sawyer ave, medford/somerville campus",15:19,14tum‐646‐of,2014-10-13,NA,NA,Tufts University
2014-10-13,"theft from building, alpha omicron pi, 25 whitfield rd, medford/somerville campus",19:41,14tum‐648‐of,2014-10-13,NA,NA,Tufts University
2014-10-11,"false pretenses / swindle / confidence game, hillside apartments, 80 north hill rd, medford/somerville campus",16:12,14tum‐635‐of,2014-09-28,NA,NA,Tufts University
2014-10-11,"theft from building, 92 p'row, 92 professors row, medford/somerville campus",12:30,14tum‐636‐of,2014-10-09,NA,NA,Tufts University
2014-11-17,"burglary / breaking and entering, theta delta chi fraternity house, 123 packard ave, medford/somerville campus",03:49,14tum‐764‐of,2014-11-17,NA,NA,Tufts University
2014-11-15,"larceny, other type, cummings properties, 200 boston ave, medford/somerville campus",08:00,14tum‐755‐of,2014-11-09,NA,NA,Tufts University
2014-11-11,"act of intolerance, other (university policy), jackson gymnasium, 50 talbot ave, medford/somerville campus",16:45,14tum‐742‐of,2014-11-10,NA,NA,Tufts University
2014-11-11,"theft from building, aidekman arts center, 40 talbot ave, medford/somerville campus",11:00,14tum‐745‐of,2014-11-11,NA,NA,Tufts University
2014-11-10,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",08:30,14tum‐739‐of,2014-11-10,NA,NA,Tufts University
2014-11-10,"theft from building, mugar hall, 160r packard ave, medford/somerville campus",08:30,14tum‐741‐of,2014-11-06,NA,NA,Tufts University
2014-11-07,"larceny, other type, off campus, brainerd rd, allston",11:19,14tum‐728‐of,2014-11-07,NA,NA,Tufts University
2014-11-07,"destruction / damage / vandalism of property, alpha tau omega, 134 professors row, medford/somerville campus",01:00,14tum‐729‐of,2014-11-07,NA,NA,Tufts University
2014-11-06,"burglary / breaking and entering, off campus, college ave, somerville",02:45,14tum‐726‐of,2014-11-01,NA,NA,Tufts University
2014-11-05,"larceny, other type, latin way dormitory, 40 lower campus rd, medford/somerville campus",22:00,14tum‐720‐of,2014-11-04,NA,NA,Tufts University
2014-10-28,"robbery, off campus, electric ave, somerville",23:15,14tum‐699‐of,2014-10-27,NA,NA,Tufts University
2014-10-27,"larceny, other type, tisch sports center, 163 college ave, medford/somerville campus",17:00,14tum‐690‐of,2014-10-24,NA,NA,Tufts University
2014-10-25,"larceny, other type, university police station, 419 boston ave, medford/somerville campus",12:00,14tum‐677‐of,2014-09-10,NA,NA,Tufts University
2014-10-25,"larceny, other type, carmichael hall, 200 packard ave, medford/somerville campus",16:30,14tum‐679‐of,2014-10-24,NA,NA,Tufts University
2014-10-24,"simple assault, bush hall, 29 latin way, medford/somerville campus",01:00,14tum‐676‐of,2014-10-13,NA,NA,Tufts University
2014-10-23,"larceny, other type, science and technology center, 4 colby st, medford/somerville campus",14:55,14tum‐673‐of,2014-10-23,NA,NA,Tufts University
2014-10-22,"larceny, other type, off campus, berwick rd, medford",23:00,14tum‐672‐of,2014-10-20,NA,NA,Tufts University
2014-10-21,"false pretenses / swindle / confidence game, blakeley hall, 1 winthrop st, medford/somerville campus",12:00,14tum‐667‐of,2014-10-20,NA,NA,Tufts University
2014-10-21,"larceny, other type, granoff music center, 20 talbot ave, medford/somerville campus",18:13,14tum‐669‐of,2014-10-21,NA,NA,Tufts University
2014-10-17,"false pretenses / swindle / confidence game, university police station, 419 boston ave, medford/somerville campus",15:00,14tum‐662‐of,2014-10-17,NA,NA,Tufts University
2014-10-16,"larceny, other type, alpha tau omega, 134 professors row, medford/somerville campus",16:30,14tum‐656‐of,2014-10-12,NA,NA,Tufts University
2014-11-23,"theft from building, mayer campus center, 44 professors row, medford/somerville campus",23:30,14tum‐790‐of,2014-11-22,NA,NA,Tufts University
2014-11-22,"theft from building, latin way dormitory, 40 lower campus rd, medford/somerville campus",19:30,14tum‐786‐of,2014-11-21,NA,NA,Tufts University
2014-11-21,"destruction / damage / vandalism of property, south hall, 30 lower campus rd, medford/somerville campus",12:05,14tum‐782‐of,2014-11-21,NA,NA,Tufts University
2014-11-21,"destruction / damage / vandalism of property, 85 packard ave, medford/somerville campus",18:16,14tum‐784‐of,2014-11-21,NA,NA,Tufts University
2014-11-19,"credit card / automatic teller machine fraud, off campus, curtis st, somerville",12:00,14tum‐777‐of,2014-11-10,NA,NA,Tufts University
2014-03-30,"traffic, town by‐law offenses, tisch sports center, 163 college ave, medford/somerville campus",02:23,14tum‐195‐of,2014-03-30,NA,NA,Tufts University
2014-04-17,"act of intolerance, gender, sexual harassment (university policy), chandler house, 125 powderhouse blvd, medford/somerville c",02:37,14tum‐258‐of,2014-04-17,NA,NA,Tufts University
2014-12-15,"credit card / automatic teller machine fraud, university police station, 419 boston ave, medford/somerville campus",11:17,14tum‐843‐of,2014-12-15,NA,NA,Tufts University
2014-12-15,"false pretenses / swindle / confidence game, university police station, 419 boston ave, medford/somerville campus",12:38,14tum‐844‐of,2014-12-15,NA,NA,Tufts University
2014-12-12,"larceny, other type, tisch sports center, 163 college ave, medford/somerville campus",14:50,14tum‐833‐of,2014-12-12,NA,NA,Tufts University
2014-12-07,"disorderly conduct, cohen auditorium, 40 talbot ave, medford/somerville campus",22:40,14tum‐124‐ar,2014-12-08,NA,NA,Tufts University
2014-12-05,"theft from building, jackson gymnasium, 50 talbot ave, medford/somerville campus",14:00,14tum‐807‐of,2014-11-24,NA,NA,Tufts University
2014-12-04,"act of intolerance, race/ethnicity/nat'l origin (university policy), women's center, 55 talbot ave, medford/somerville campus",09:00,14tum‐806‐of,2014-12-04,NA,NA,Tufts University
2015-04-27,"trespass of real property, science and technology center, 4 colby st, medford/somerville campus",02:02,15tum‐38‐ar,2015-04-27,NA,NA,Tufts University
2015-04-27,"theft from building, aidekman arts center, 40 talbot ave, medford/somerville campus",07:00,15tum‐375‐of,2015-04-23,NA,NA,Tufts University
2015-04-25,"disorderly conduct, president's lawn, 55 professors row, medford/somerville campus",14:27,15tum‐35‐ar,2015-04-25,NA,NA,Tufts University
2015-04-25,"trespass of real property, gantcher field house, 125 college ave, medford/somerville campus",21:23,15tum‐365‐of,2015-04-25,NA,NA,Tufts University
2015-04-22,"larceny, other type, eliot pearson center, 105 college ave, medford/somerville campus",13:30,15tum‐324‐of,2015-04-22,NA,NA,Tufts University
2015-04-21,"destruction / damage / vandalism of property, 550 boston ave, 550 boston ave, medford/somerville campus",14:44,15tum‐317‐of,2015-04-21,NA,NA,Tufts University
2015-04-21,"aggravated assault, 80 professors row, medford/somerville campus",00:30,15tum‐319‐of,2015-04-19,NA,NA,Tufts University
2015-04-18,"destruction / damage / vandalism of property, cousens parking lot, 160 college ave, medford/somerville campus",18:00,15tum‐298‐of,2015-04-17,NA,NA,Tufts University
2015-04-17,"theft from building, carmichael hall, 200 packard ave, medford/somerville campus",15:23,15tum‐294‐of,2015-04-03,NA,NA,Tufts University
2015-04-13,"burglary / breaking and entering, carmichael hall, 200 packard ave, medford/somerville campus",09:00,15tum‐283‐of,2015-04-11,NA,NA,Tufts University
2015-04-11,"traffic, town by‐law offenses, talbot ave, medford/somerville campus",13:00,15tum‐277‐of,2015-04-11,NA,NA,Tufts University
2015-04-09,"theft from building, feinstein center, 114 curtis st, medford/somerville campus",17:00,15tum‐268‐of,2015-04-08,NA,NA,Tufts University
2015-04-09,"driving under the influence, anderson hall, 200 college ave, medford/somerville campus",19:26,15tum‐273‐of,2015-04-09,NA,NA,Tufts University
2015-04-06,"destruction / damage / vandalism of property, bush hall, 29 latin way, medford/somerville campus",23:59,15tum‐264‐of,2015-04-05,NA,NA,Tufts University
2015-04-04,"larceny, other type, gantcher field house, 125 college ave, medford/somerville campus",18:20,15tum‐257‐of,2015-04-04,NA,NA,Tufts University
2015-04-03,"burglary / breaking and entering, off campus, winthrop st, medford",02:35,15tum‐250‐of,2015-04-03,NA,NA,Tufts University
2015-04-02,"forcible rape, medford campus, , medford/somerville campus",00:00,15tum‐245‐of,2014-11-29,NA,NA,Tufts University
2015-04-01,"forcible rape, packard ave, medford/somerville campus",00:00,15tum‐240‐of,2014-11-18,NA,NA,Tufts University
2015-04-01,"theft from building, eaton hall, 5 the green , medford/somerville campus",18:30,15tum‐241‐of,2015-04-01,NA,NA,Tufts University
2015-03-28,"credit card / automatic teller machine fraud, off campus, milan rd, sandusky",15:30,15tum‐229‐of,2015-03-27,NA,NA,Tufts University
2015-03-28,"act of intolerance, other (university policy), theta delta chi fraternity house, 123 packard ave, medford/somerville campus",01:00,15tum‐230‐of,2015-03-28,NA,NA,Tufts University
2015-03-25,"suspicion of drug use (university policy), carmichael hall, 200 packard ave, medford/somerville campus",14:38,15tum‐222‐of,2015-03-25,NA,NA,Tufts University
2015-03-18,"burglary / breaking and entering, hall house, 98 packard ave, medford/somerville campus",21:58,15tum‐214‐of,2015-03-18,NA,NA,Tufts University
2015-03-16,"theft from building, pearson chemistry building, 62 talbot ave, medford/somerville campus",15:00,15tum‐210‐of,2015-03-12,NA,NA,Tufts University
2015-03-06,"bad checks, off campus, salem st, medford",08:00,15tum‐187‐of,2015-02-26,NA,NA,Tufts University
2015-03-04,"theft from building, tisch library, 35 professors row, medford/somerville campus",10:00,15tum‐183‐of,2015-02-11,NA,NA,Tufts University
2015-03-02,"forcible rape, packard ave, medford/somerville campus",21:00,15tum‐177‐of,2015-03-01,NA,NA,Tufts University
2015-03-01,"destruction / damage / vandalism of property, cousens parking lot, 160 college ave, medford/somerville campus",01:53,15tum‐172‐of,2015-03-01,NA,NA,Tufts University
2015-02-27,"false pretenses / swindle / confidence game, off campus, davis sq, somerville",14:31,15tum‐162‐of,2015-02-17,NA,NA,Tufts University
2015-07-02,"false pretenses / swindle / confidence game, university police station, 419 boston ave, medford/somerville campus",09:20,15tum‐491‐of,2015-07-02,NA,NA,Tufts University
2015-07-02,"counterfeiting / forgery, off campus, chetwynd rd, somerville",12:00,15tum‐493‐of,2015-05-12,NA,NA,Tufts University
2015-06-30,"failure to present id to university official (university policy), tisch library, 35 professors row, medford/somerville campus",13:00,15tum‐489‐of,2015-06-30,NA,NA,Tufts University
2015-06-29,"destruction / damage / vandalism of property, fletcher lot, 3 winthrop st, medford/somerville campus",06:00,15tum‐487‐of,2015-06-29,NA,NA,Tufts University
2015-06-29,"disorderly conduct, off campus, teele ave, somerville",17:30,15tum‐488‐of,2015-06-27,NA,NA,Tufts University
2015-06-28,"burglary / breaking and entering, off campus, college ave, medford",05:28,15tum‐45‐ar,2015-06-28,NA,NA,Tufts University
2015-06-24,"theft from building, olin language center, 180 packard ave, medford/somerville campus",15:00,15tum‐480‐of,2015-06-19,NA,NA,Tufts University
2015-06-21,"disorderly conduct, off campus, talbot ave, somerville",02:00,15tum‐44‐ar,2015-06-21,NA,NA,Tufts University
2015-06-19,"forcible fondling, off campus, broadway st, westford",09:00,15tum‐478‐of,2012-06-01,NA,NA,Tufts University
2015-06-16,"theft from building, tisch sports center, 163 college ave, medford/somerville campus",07:00,15tum‐475‐of,2015-05-25,NA,NA,Tufts University
2015-06-15,"theft from building, arena computer annex, 35 lower campus rd, medford/somerville campus",17:00,15tum‐474‐of,2015-06-08,NA,NA,Tufts University
2015-06-12,"act of intolerance, gender, sexual harassment (university policy), cabot intercultural center, 170 packard ave, medford/somervi",15:00,15tum‐470‐of,2015-06-12,NA,NA,Tufts University
2015-06-11,"theft from building, 574 boston ave ‐ walnut hill, 574 boston ave, medford/somerville campus",12:40,15tum‐466‐of,2015-06-11,NA,NA,Tufts University
2015-06-09,"larceny, other type, south hall, 30 lower campus rd, medford/somerville campus",22:00,15tum‐461‐of,2015-05-16,NA,NA,Tufts University
2015-06-06,"burglary / breaking and entering, alpha epsilon pi, 45 sawyer ave, medford/somerville campus",06:37,15tum‐460‐of,2015-06-06,NA,NA,Tufts University
2015-05-29,"burglary / breaking and entering, off campus, bromfield rd, somerville",14:00,15tum‐454‐of,2015-05-28,NA,NA,Tufts University
2015-05-28,"counterfeiting / forgery, off campus, curtis st, somerville",00:00,15tum‐443‐of,2015-04-21,NA,NA,Tufts University
2015-05-28,"theft from building, lincoln filene center, 10 upper campus rd, medford/somerville campus",16:00,15tum‐453‐of,2015-05-20,NA,NA,Tufts University
2015-05-27,"destruction / damage / vandalism of property, huskins field, 160h college ave, medford/somerville campus",20:00,15tum‐452‐of,2015-05-26,NA,NA,Tufts University
2015-05-26,"traffic, town by‐law offenses, cousens parking lot, 160 college ave, medford/somerville campus",16:07,15tum‐450‐of,2015-05-26,NA,NA,Tufts University
2015-05-23,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",12:00,15tum‐448‐of,2015-05-16,NA,NA,Tufts University
2015-05-20,"larceny, other type, lincoln filene center, 10 upper campus rd, medford/somerville campus",12:00,15tum‐445‐of,2015-05-15,NA,NA,Tufts University
2015-05-18,"theft from building, lewis hall, 85 packard ave, medford/somerville campus",10:00,15tum‐440‐of,2015-05-18,NA,NA,Tufts University
2015-05-16,"robbery, off campus, college ave, somerville",02:52,15tum‐433‐of,2015-05-16,NA,NA,Tufts University
2015-05-16,"burglary / breaking and entering, off campus, curtis st, somerville",00:57,15tum‐434‐of,2015-05-16,NA,NA,Tufts University
2015-05-12,"theft from building, science and technology center, 4 colby st, medford/somerville campus",17:00,15tum‐421‐of,2015-05-11,NA,NA,Tufts University
2015-05-12,"larceny, other type, off campus, bristol rd, somerville",12:00,15tum‐422‐of,2015-05-09,NA,NA,Tufts University
2015-05-12,"destruction / damage / vandalism of property, haskell hall, 43 latin way, medford/somerville campus",17:24,15tum‐423‐of,2015-05-12,NA,NA,Tufts University
2015-05-11,"theft from building, south hall, 30 lower campus rd, medford/somerville campus",09:00,15tum‐420‐of,2015-05-11,NA,NA,Tufts University
2015-05-09,"theft from building, mayer campus center, 44 professors row, medford/somerville campus",23:55,15tum‐409‐of,2015-05-08,NA,NA,Tufts University
2015-05-06,"larceny, other type, capen house, 8 professors row, medford/somerville campus",09:00,15tum‐402‐of,2015-04-24,NA,NA,Tufts University
