case_number,date_reported,time_reported,date_occurred,time_occurred,location,university,incident
13-930,2013-06-10,04:21,2013-06-10,04:21,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Threaten Crime w/Intent to Terrorize
13-934,2013-06-12,01:00,2013-06-12,01:16,"Campanile Dr/Hardy Av, San Diego",San Diego State University,Carry Conceald Dirk/Dagger
13-948,2013-06-15,02:13,2013-06-15,02:13,"Shakesmart At The Arc, 5335 55TH St, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
13-953,2013-06-19,04:53,2013-06-19,04:53,"Alvarado Medical Center, 6300 Alvarado Rd, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
13-964,2013-06-25,00:47,2013-06-25,01:11,"6100 Adelaide Ave, College Av/Adelaide Av, San Diego",San Diego State University,Dui Alcohol/0.08 Percent
13-972,2013-06-26,05:04,2013-06-26,05:04,"Plaza Apts, 5430 55TH Street, San Diego",San Diego State University,Burglary
13-975,2013-06-28,01:46,2013-06-28,02:28,"4800 College Av, San Diego",San Diego State University,Dui Alcohol/0.08 Percent Drive W/Lic Susp For Dui
13-977,2013-06-29,00:35,2013-06-29,07:00,"Sigma Chi Fraternity, 5050 College Av, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
13-990,2013-07-01,03:41,2013-07-01,03:41,"College Av/Canyon Crest Dr/alvarado, San Diego",San Diego State University,Dui Alcohol/0.08 Percent
13-998,2013-07-03,01:18,2013-07-03,01:18,"4600 College Av, San Diego",San Diego State University,Dui Alcohol/0.08 Percent
14-10,2014-01-02,02:12,2014-01-02,02:12,"Dramatic Arts, 5350 Campanile Dr, San Diego",San Diego State University,Petty Theft
14-1003,2014-07-16,01:43,2014-07-16,02:30,"Dede Alpert Ctr For Community Engagement, 4283 El Cajon Bl, San Diego",San Diego State University,Battery on a Person
14-1005,2014-07-16,07:10,2014-07-16,07:10,"Adobe Falls (The Waterfall Hike), 5501 Mill Peak Rd, San Diego",San Diego State University,"Contributing Deliquincy of Minor, etc"
14-1007,2014-07-16,02:06,2014-07-16,02:06,"Mary Lane DR/63RD St, San Diego",San Diego State University,Drive W/O License Expired Registration
14-1011,2014-07-17,07:39,2014-07-17,03:33,"San Elijo Ave@chesterfield Driv, Encinitas",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent Contempt:disobey Crt Ordr
14-1012,2014-07-18,01:15,2014-07-18,03:00,"2600 Via De La Valle, San Diego",San Diego State University,Manfctr/Sale/Poss Metal Knuckles DUI Alcohol DUI Alcohol/0.08 Percent
14-1015,2014-07-18,04:24,2014-07-18,04:30,"College Av/Interstate 8, San Diego",San Diego State University,Drive W/O License Expired Registration
14-1018,2014-07-18,00:21,2014-07-18,00:25,"55TH St/Lindo Paseo Av, San Diego",San Diego State University,Drive W/License Suspended
14-1019,2014-07-19,00:52,2014-07-19,01:30,"6800 El Cajon Bl, San Diego",San Diego State University,Drive W/License Suspended
14-1030,2014-07-22,02:37,2014-07-22,05:00,"Theta Chi, 5050 College Av, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1031,2014-07-23,03:55,2014-07-23,03:55,"Campanile Dr/Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-1034,2014-07-23,00:36,2014-07-23,01:52,"5174 Edgeware Rd, San Diego",San Diego State University,Rec Knwn Stoln Prop $950+ Possess Unlawful Paraphernalia Rec Knwn Stoln Prop -$950
14-1036,2014-07-23,00:18,2014-07-23,00:18,"Alvarado Hospital, 6655 Alvarado Rd, San Diego",San Diego State University,Petty Theft
14-1040,2014-07-24,02:22,2014-07-24,02:30,"Parking Structure 1, 5355 College Av, San Diego",San Diego State University,Drive W/O License
14-1042,2014-07-25,00:49,2014-07-25,00:58,"Parking Structure 1, 5355 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-1043,2014-07-25,08:33,2014-07-25,01:38,"839 Via De La Valle, San Diego",San Diego State University,Drive W/O License
14-1044,2014-07-25,02:34,2014-07-25,02:34,"Campanile Dr/Montezuma Rd, San Diego",San Diego State University,DUI Drug
14-1045,2014-07-25,08:33,2014-07-25,03:08,"615 Coast Hwy, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-1046,2014-07-26,02:53,2014-07-26,03:00,"Campanile Dr/Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-1048,2014-07-26,03:31,2014-07-26,03:31,"Interstate 8/FAIRMOUNT/MISSION Gorge, San Diego",San Diego State University,DUI Alcohol/0.08 Percent DUI Alcohol Drive W/License Suspended Drive Wrong Way:div Hwy
14-105,2014-01-25,02:36,2014-01-25,02:58,"Alberts College Apartments Scott, 5475 55TH St, San Diego",San Diego State University,Batt W/Serious Bodily Inj
14-1051,2014-07-27,01:15,2014-07-27,01:15,"Interstate 8/COLLEGE Av, San Diego",San Diego State University,DUI Alcohol
14-1058,2014-07-29,00:37,2014-07-29,00:37,"Parking Lot B, 5882 Hardy Av, San Diego",San Diego State University,Obstruct Public Officer False Id To Specific Police Officer
14-1059,2014-07-30,04:52,2014-07-30,05:08,"5059 College Av, San Diego",San Diego State University,Possess/ transport tear gas – felon or addict Possess Unlawful Paraphernalia
14-106,2014-01-25,02:36,2014-01-24,02:36,"Alberts College Apartments Scott, 5475 55TH St, San Diego",San Diego State University,Inf Corp Inj:spouse/Cohab
14-1061,2014-07-30,01:40,2014-07-30,02:08,"Piedra Del Sol Apartments, 5600 Hardy Av, San Diego",San Diego State University,DUI Alcohol
14-1066,2014-07-31,01:16,2014-07-31,01:21,"5200 Reservoir Dr, San Diego",San Diego State University,Drive W/Lic Susp For Dui
14-1069,2014-08-01,05:34,2014-08-01,04:00,"Midcity Family Resource Center, 4275 El Cajon Bl, San Diego",San Diego State University,Oral Copulation Use of Force or Injury False Imprison W/Violence
14-1070,2014-08-02,02:46,2014-08-02,02:46,"7100 El Cajon Bl, San Diego",San Diego State University,Drive W/O License
14-1078,2014-08-04,02:14,2014-08-04,03:47,"5100 College Pl, San Diego",San Diego State University,Poss Cntrlld Substnc Paraphernalia Drive W/O License
14-1084,2014-08-05,05:44,2014-08-05,07:27,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Send/Etc False Fire Alarm Outside Agency Bench Warrant
14-1085,2014-08-05,02:33,NA,NA,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Petty Theft Vandalism:damage Property
14-1087,2014-08-05,01:30,2014-08-05,08:00,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1101,2014-08-08,00:50,2014-08-08,00:50,"Parking Lot X, 5545 Canyon Crest Dr, San Diego",San Diego State University,Outside Agency Bench Warrant Poss Cntrlld Substnc Paraphernalia
14-1102,2014-08-08,01:50,2014-08-08,01:50,"Montezuma Rd/Yerba Santa Dr, San Diego",San Diego State University,Display False Reg/Etc
14-1110,2014-08-12,09:27,2014-08-08,06:00,"Music, 5310 Campanile Dr, San Diego",San Diego State University,Grnd Theft:prop/Etc $900+
14-1114,2014-08-12,06:55,2014-08-12,06:30,"Parking Structure 4, 5530 Aztec Circle Dr, San Diego",San Diego State University,Vandalism ($400 or More)-Fel
14-1118,2014-08-13,09:45,2014-08-13,02:35,"Grossmont Trolley, 8601 Fletcher Parkway, San Diego",San Diego State University,Possess Unlawful Paraphernalia
14-1120,2014-08-13,09:45,2014-08-13,07:13,"University Police, 5350 55TH St, San Diego",San Diego State University,Outside Agency Bench Warrant
14-1121,2014-08-13,00:41,2014-08-13,00:05,"San Diego, 5350 55TH St, San Diego",San Diego State University,Child Stealing Obstruct Public Officer
14-1124,2014-08-14,07:21,2014-08-10,06:38,"5100 Montezuma Pl, San Diego",San Diego State University,Drive W/O License
14-1132,2014-08-16,00:51,2014-08-16,00:59,"5300 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-1135,2014-08-16,03:57,2014-08-16,04:02,"5000 College Pl, San Diego",San Diego State University,Drive W/License Suspended Expired Registration
14-1136,2014-08-16,01:56,2014-08-16,02:22,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Nonstudnt Refuse Leav Sch
14-1137,2014-08-16,02:51,2014-08-16,02:58,"6100 Mary Lane Dr, San Diego",San Diego State University,Drive W/License Suspended
14-1139,2014-08-17,03:41,2014-08-17,03:47,"5900 Montezuma Rd, San Diego",San Diego State University,Drive W/O License
14-1145,2014-08-19,09:05,2014-08-11,08:30,"Geology Mathematics Computer Sci, 6000 Aztec Circle Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1147,2014-08-19,05:34,2014-08-19,06:27,"College Av/Del Cerro Bl, San Diego",San Diego State University,Possess Stolen Vehicle Drive W/License Suspended
14-1150,2014-08-20,06:52,2014-08-20,06:50,"Aztec Aquaplex, 5375 Remington Rd, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1157,2014-08-22,08:14,2014-08-22,08:14,"Parking Structure 1, 5355 College Av, San Diego",San Diego State University,Drive W/License Suspended Expired Registration
14-1159,2014-08-22,02:06,2014-08-22,02:15,"5100 College Pl, San Diego",San Diego State University,Drive W/License Suspended
14-1160,2014-08-22,02:15,2014-08-22,02:15,"Campanile Dr/Lindo Paseo Av, San Diego",San Diego State University,Drive W/License Suspended
14-1161,2014-08-22,02:54,2014-08-22,02:54,"College Av/Alvarado Rd/canyon Crest, San Diego",San Diego State University,Drive W/Lic Susp For Dui
14-1168,2014-08-23,04:40,2014-08-23,05:09,"5000 Rockford Dr, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-1170,2014-08-23,09:21,2014-08-23,00:50,"Adams Humanities, 5305 Campanile Dr, San Diego",San Diego State University,"Battery: Spouse/Ex Spouse/Date,etc."
14-1189,2014-08-25,01:01,2014-08-25,01:18,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
14-1191,2014-08-25,05:25,2014-08-25,06:22,"Parking Lot C Lower, 6125 Alvarado Rd, San Diego",San Diego State University,Possess Unlawful Paraphernalia
14-1196,2014-08-26,00:59,2014-08-26,00:59,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
14-1197,2014-08-26,01:33,2014-08-26,02:18,"5100 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-12,2014-01-02,04:17,NA,NA,"Physical Sciences, 5425 Campanile Dr, San Diego",San Diego State University,Vandalism ($400 or More)-Fel Grnd Thft:prop/Etc $950+
14-1212,2014-08-27,05:57,2014-08-27,06:20,"Cuicacalli Residence Hall, 5150 East Campus Dr, San Diego",San Diego State University,Obstruct Public Officer
14-1216,2014-08-27,01:41,2014-08-27,01:40,"College West Apartments, 5445 55TH St, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1229,2014-08-29,02:29,2014-08-29,02:55,"College Square, 5131 College Av, San Diego",San Diego State University,Rec Knwn Stoln Prop $950+
14-1234,2014-08-29,03:34,2014-08-29,01:00,"Sigma Alpha Epsilon Fraternity, 5076 College Pl, San Diego",San Diego State University,Rape Of Drugged/Intoxicated Victim
14-1237,2014-08-30,02:51,2014-08-30,04:19,"Montezuma RD/55TH, San Diego",San Diego State University,Under Influence Cntl Sub
14-1248,2014-08-31,03:54,NA,NA,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
14-1255,2014-09-02,04:47,2014-09-02,04:47,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
14-1258,2014-09-02,00:30,2014-09-02,09:00,"C Lot (Upper/Lower), 6115 Alvarado Rd, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+ Vandalism Less than $400
14-1259,2014-09-02,01:07,2014-09-02,01:00,"Parking Lot A, 6000 Canyon Crest Dr, San Diego",San Diego State University,Vehicle Theft
14-1260,2014-09-03,02:08,2014-09-03,02:10,"Oggi's Pizza Express, 6075 Aztec Circle Dr, San Diego",San Diego State University,Trspss:Refuse To Leave Prop
14-1267,2014-09-03,06:05,2014-09-03,06:33,"Adams Humanities, 5305 Campanile Dr, San Diego",San Diego State University,Unlawful to Sel/Poss/Transp Tear Gas/Tear Gas Wpn
14-1268,2014-09-03,06:37,2014-09-03,06:15,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
14-1271,2014-09-03,01:03,2014-09-03,09:30,"Sanctuary Apartments, 5840 Hardy Av, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-1274,2014-09-04,00:21,2014-09-04,00:21,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Bench Warrant For Fta
14-1279,2014-09-04,05:04,2014-09-04,05:35,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Poss Cntrl Subst w/o Prescpt (M)
14-1280,2014-09-04,00:57,2014-09-04,00:57,"Parking Structure 2, 5585 Hardy Av, San Diego",San Diego State University,Poss/Use False Id Of Age Possess Alcohol in Veh/Under 21 Passenger: Minor Possess Alc
14-1283,2014-09-05,02:35,2014-09-05,02:30,"6000 Lindo Paseo Av, San Diego",San Diego State University,Vehicle Theft
14-1286,2014-09-06,03:50,2014-09-06,03:50,"Parking Structure 1, 5355 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-1287,2014-09-06,05:47,2014-09-06,06:04,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Possess Narcotic Cntl Sub Poss Cntrlld Substnc Paraphernalia Under Influence Cntl Sub
14-1292,2014-09-06,02:12,2014-09-06,01:50,"The Granada Apartments, 5525 Hardy Av, San Diego",San Diego State University,Rape Of Drugged/Intoxicated Victim Touch Person Intimately Sex Pen:f/Obj:vic Unaware:Nature of Act
14-1297,2014-09-06,02:57,2014-09-06,03:00,"Parking Lot Q, 5575 Hardy Av, San Diego",San Diego State University,Minor Possess Alcohol
14-1299,2014-09-07,04:04,2014-09-07,04:04,"College Av/Interstate 8, San Diego",San Diego State University,DUI Alcohol DUI Alcohol/0.08 Percent
14-1303,2014-09-07,03:03,2014-09-07,03:03,"55TH St/Montezuma Rd, San Diego",San Diego State University,Rec Knwn Stoln Prop -$950
14-1310,2014-09-08,03:16,2014-09-08,02:59,"Montezuma RD/55TH, San Diego",San Diego State University,Robbery
14-1312,2014-09-08,01:29,2014-09-08,01:29,"5700 Hardy Av, San Diego",San Diego State University,Robbery Conspiracy:commit Crime
14-1313,2014-09-09,01:51,2014-09-09,01:50,"The Granada Apartments, 5525 Hardy Av, San Diego",San Diego State University,Disord Conduct:alcohol Obstruct/Resist Exec Off
14-1316,2014-09-09,02:41,NA,NA,"55TH St/Montezuma Rd, San Diego",San Diego State University,Robbery Conspiracy:commit Crime
14-1317,2014-09-09,04:37,2014-09-09,05:01,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Petty Theft
14-1318,2014-09-09,07:46,2014-09-09,08:00,"55TH St/Hardy Ave, San Diego",San Diego State University,Drive W/License Suspended
14-1319,2014-09-09,09:02,2014-09-09,08:45,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vandalism:damage Property Petty Theft
14-1321,2014-09-09,05:35,2014-09-09,05:35,"Parking Structure 5, 5100 55TH St, San Diego",San Diego State University,Vandalism:damage Property Grnd Thft:prop/Etc $950+
14-1322,2014-09-10,00:47,2014-09-10,01:00,"Malcolm A Love Library, 5355 Campanile Dr, San Diego",San Diego State University,Trspss:Refuse To Leave Prop
14-1323,2014-09-10,02:51,2014-09-10,02:50,"Conrad Prebys Aztec Student Unio, 6075 Aztec Circle Dr, San Diego",San Diego State University,Trspss:Refuse To Leave Prop
14-1326,2014-09-10,08:57,2014-09-10,08:30,"Parking Structure 4, 5530 Aztec Circle Dr, San Diego",San Diego State University,Vehicle Theft
14-1334,2014-09-11,05:45,2014-09-11,05:30,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Petty Theft
14-1339,2014-09-11,07:43,2014-09-11,07:43,"Duress Csl Ext 32337, 6095 Canyon Crest Dr, San Diego",San Diego State University,Poss Tool to Bypass;Start or Drive M/C
14-134,2014-01-30,00:04,2014-01-30,00:04,"Mts Transit Center, 5260 Campanile Dr, San Diego",San Diego State University,Under Influence Cntl Sub
14-1340,2014-09-11,08:21,2014-09-11,08:00,"Parking Structure 4, 5530 Aztec Circle Dr, San Diego",San Diego State University,Vehicle Theft
14-1342,2014-09-11,01:55,2014-09-11,01:55,"Catoctin Dr/Montezuma Rd, San Diego",San Diego State University,Drive W/License Suspended
14-1351,2014-09-12,01:52,2014-09-12,02:00,"5500 Montezuma Rd, San Diego",San Diego State University,Drive W/Lic Susp For Dui
14-1352,2014-09-12,01:44,2014-09-12,01:55,"5100 College Av, San Diego",San Diego State University,Drive W/License Suspended
14-1355,2014-09-13,01:43,2014-09-13,02:10,"6300 Montezuma Road, San Diego",San Diego State University,DUI Alcohol/0.08 Percent
14-1356,2014-09-13,02:19,2014-09-13,03:00,"Lindo Paseo AV/55TH St, San Diego",San Diego State University,Poss of Cntl Sub w/o Prescript
14-1359,2014-09-13,00:59,2014-09-13,01:25,"College Av/Adams Av, San Diego",San Diego State University,Embezzlement $400+ Drive W/License Suspended
14-1365,2014-09-14,01:24,2014-09-14,01:24,"Tenochca Residence Hall, 6126 Montezuma Rd, San Diego",San Diego State University,Burglary:second Degree
14-1373,2014-09-16,04:17,2014-09-16,04:45,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Shoplift Petty Theft
14-1376,2014-09-16,07:14,2014-09-16,07:40,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
14-1379,2014-09-16,01:07,2014-09-16,01:00,"PS4 Level 3, 5530 Aztec Circle Dr, San Diego",San Diego State University,Vandalism Less than $400
14-1381,2014-09-17,09:27,2014-09-17,00:02,"5800 Fairmount Av, San Diego",San Diego State University,Drive W/O License
14-1382,2014-09-17,00:53,2014-09-17,01:15,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft Shoplift
14-1387,2014-09-17,08:57,NA,NA,"Physical Sciences, 5425 Campanile Dr, San Diego",San Diego State University,Grnd Theft:prop/Etc $900+
14-1390,2014-09-18,01:35,2014-09-18,01:35,"7-ELEVEN, 5141 College Av, San Diego",San Diego State University,Petty Theft Petty Theft
14-1395,2014-09-18,04:01,2014-09-18,04:45,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
14-1396,2014-09-18,07:59,2014-09-18,08:45,"Aztec Shops Bookstore, 5975 Aztec Circle Dr, San Diego",San Diego State University,Petty Theft
14-1397,2014-09-18,09:05,2014-09-18,02:30,"East Commons, 5965 Aztec Circle Dr, San Diego",San Diego State University,Grnd Thft:prop/Etc $950+
14-14,2014-01-02,01:11,2014-01-02,01:00,"Parking Structure 1, 5355 College Av, San Diego",San Diego State University,Vehicle Theft
