year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson,reason1,reason2,reason3,university_enacted_1,university_enacted_2,clery_sexual_assault,clery_alcohol,clery_drug,clery_robbery,clery_offcampus_sexual_assault,clery_oncampus_sexual_assault,clery_oncampus_drug,clery_oncampus_liquor,residencehall_sexual_assault,clery_sexual_assault_per_25k,clery_alcohol_per_25k,clery_drug_per_25k,clery_robbery_per_25k,clery_offcampus_sexual_assault_per_25k,clery_oncampus_sexual_assault_per_25k,clery_oncampus_drug_per_25k,clery_oncampus_liquor_per_25k,residencehall_sexual_assault_per_25k,residencehall_drug_per_25k,residencehall_liquor_per_25k,sexual_assault_per_25k,alcohol_offense_per_25k,robbery_burglary_per_25k,drug_offense_per_25k,noncampus_liquor_per_25k,noncampus_drug_per_25k,noncampus_rape_per_25k
2014,University of Illinois at Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,0,NA,145637,Public,4-year,44194,29568,29568,NA,NA,NA,NA,NA,NA,0.59,93,32959,31742,0.05,0.07,0.14,0.48,0.16,0.5,0.09,0.05,0.71,0.12,0.15,45140,41414,84,0.63,0.39,0.29,0.11,0,0.23,0.1,0.01,0.27,26025,IL,1,-88.230309,40.108864,Semester,700,790,690,590,19,"Public, 4-year or above",1,0,1,5,0,293,593,0,5,2,0,0,0,0,261,563,0,0,3,0,0,0,0,2,7,1,0,0,0,9,2,0,0,6,14,7,0,4,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,0,3,NA,NA,NA,NA,NA,14,600,299,10,3,11,293,593,8,7.753655294638902,332.2995126273815,165.59592379264512,5.538325210456358,1.6614975631369073,6.0921577315019935,162.27292866637129,328.42268498006206,4.430660168365087,144.55028799291094,311.8077093486929,NA,NA,NA,NA,2.769162605228179,0.5538325210456359,1.6614975631369073
2015,University of Illinois at Urbana-Champaign,51,575,226,645,196,575,25,0,0,145637,Public,4-year,44924,29764,29764,NA,NA,NA,NA,NA,NA,0.66,93,33368,31989,0.05,0.08,0.14,0.46,0.17,0.48,0.09,0.05,0.73,0.11,0.15,45842,41756,85,0.63,0.39,0.3,0.11,0,0.22,0.1,0.01,0.26,26190,IL,1,-88.230309,40.108864,Semester,700,790,680,570,19,"Public, 4-year or above",1,0,6,7,0,240,305,0,0,6,0,0,0,0,183,282,0,0,7,1,0,0,2,1,14,1,1,0,0,8,0,0,0,3,4,6,4,2,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,16,318,246,7,8,8,240,305,7,8.725622791326732,173.42175297761878,134.1564504166485,3.817459971205445,4.362811395663366,4.362811395663366,130.88434186990096,166.33218445966583,3.817459971205445,99.79931067579948,153.78910169713362,27.812922647353954,313.57706906330435,106.88887919375244,123.24942192749008,3.817459971205445,3.272108546747524,3.817459971205445
2016,University of Illinois at Urbana-Champaign,105,475,278,567,147,475,10,0,0,145637,Public,4-year,45686,30064,30064,NA,NA,NA,NA,NA,NA,0.6,94,33932,32540,0.05,0.09,0.15,0.45,0.18,0.46,0.1,0.06,0.74,0.11,0.14,46951,42453,85,0.64,0.42,0.33,0.03,0,0.22,0.09,0.01,0.32,25274,IL,1,-88.230309,40.108864,Semester,705,790,690,580,20,"Public, 4-year or above",1,1,0,2,0,249,259,0,1,2,0,0,0,0,172,243,0,0,11,1,0,0,1,9,10,8,0,1,0,17,4,0,0,3,3,32,4,3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,1,11,0,2,NA,NA,NA,NA,NA,33,263,250,5,12,21,249,259,15,17.57151072394624,140.03961576963218,133.1175054844412,2.6623501096888247,6.389640263253179,11.181870460693062,132.58503546250347,137.90973568188113,7.987050329066474,91.58484377329556,129.39021533087686,55.90935230346531,252.92326042043834,78.27309322485144,148.02666609869863,1.0649400438755299,0,5.857170241315414
2017,University of Illinois at Urbana-Champaign,241,394,213,542,248,394,9,0,108,145637,Public,4-year,46202,30082,30082,NA,NA,NA,NA,NA,NA,0.62,92,33955,32613,0.05,0.09,0.15,0.43,0.18,0.45,0.11,0.06,0.73,0.11,0.15,48216,42850,85,0.62,0.4,0.3,0.06,0,0.21,0.09,0.01,0.33,29384,IL,1,-88.229114,40.104718,Semester,710,790,710,630,20,"Public, 4-year or above",1,0,0,1,1,360,274,0,2,19,0,0,0,1,243,249,0,0,15,1,0,0,1,0,7,2,0,0,0,35,14,0,0,2,7,18,4,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,0,3,9,0,1,NA,NA,NA,NA,NA,65,294,362,4,16,49,360,274,40,33.70250539240086,152.4390243902439,187.6970300315248,2.074000331840053,8.296001327360212,25.406504065040654,186.66002986560477,142.06902273104365,20.740003318400532,125.99552015928322,129.1065206570433,124.9585199933632,204.28903268624524,128.5880205740833,110.44051767048282,0.5185000829600133,0,7.777501244400199
2018,University of Illinois at Urbana-Champaign,163,312,113,484,138,312,18,0,91,145637,Public,4-year,46672,30102,30102,NA,NA,NA,NA,NA,NA,0.62,93,33915,32757,0.05,0.1,0.15,0.42,0.19,0.44,0.12,0.06,0.76,0.1,0.12,49702,43313,84,0.64,0.36,0.27,0.13,0,0.2,0.08,0.01,0.3,30641,IL,1,-88.229114,40.104718,Semester,600,770,690,600,20,"Public, 4-year or above",1,0,0,0,0,54,236,0,0,13,0,0,0,0,51,234,0,0,7,3,0,0,1,1,5,0,1,0,0,30,17,0,0,2,3,9,2,3,0,0,0,3,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,7,0,3,NA,NA,NA,NA,NA,60,249,54,6,13,47,54,236,31,30.179872037342562,125.24646895497163,27.16188483360831,3.017987203734256,6.538972274757556,23.640899762585004,27.16188483360831,118.70749668021408,15.592933885960324,25.65289123174118,117.701500945636,81.98865236811396,156.93533459418134,69.41370568588789,56.83875900366183,0,0,3.5209850710232984
2019,University of Illinois at Urbana-Champaign,131,305,56,484,143,305,17,0,68,145637,Public,4-year,47444,30302,30302,NA,NA,NA,NA,NA,NA,0.59,93,34120,32854,0.05,0.1,0.16,0.41,0.19,0.43,0.13,0.06,0.74,0.12,0.13,51605,44022,85,NA,NA,0.31,0.1,0,0.23,0.09,0.02,0.24,33365,NA,NA,-88.229114,40.104718,Semester,610,770,700,600,20,"Public, 4-year or above",1,0,0,5,1,15,284,0,0,9,0,0,0,0,13,265,0,0,9,3,0,0,1,2,10,1,0,0,0,19,9,0,2,2,6,16,2,5,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,3,6,0,4,NA,NA,NA,NA,NA,41,298,15,3,13,28,15,284,16,19.862416432516227,144.3658560217033,7.266737719213255,1.4533475438426509,6.297839356651488,13.56457707586474,7.266737719213255,137.58356748377096,7.7511869004941385,6.297839356651488,128.37903303943415,63.46284274779576,147.7570002906695,69.27623292316636,27.12915415172948,2.4222459064044184,0,4.360042631527953
2014,University of Iowa,12,535,207,199,16,535,0,0,0,153658,Public,4-year,40191,20861,20861,20519,20519,39849,11855,11855,31185,0.81,86,22354,19546,0.03,0.06,0.04,0.67,0.03,0.68,0.06,0.03,0.47,0.41,0.12,29970,24424,70,0.86,0.47,0.26,0.16,0,0.22,0.09,0.09,0.17,44819,IA,1,-91.535698,41.660695,Semester,540,700,620,460,16,"Public, 4-year or above",1,0,0,1,0,18,663,0,0,0,0,0,0,0,17,662,0,0,3,1,0,0,0,0,3,1,0,0,0,13,58,0,0,3,2,14,1,0,0,0,1,0,0,0,7,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,1,0,7,0,0,death,NA,NA,1,NA,76,664,18,10,5,71,18,663,17,63.39673006339673,553.8872205538872,15.015015015015015,8.341675008341676,4.170837504170838,59.22589255922589,15.015015015015015,553.0530530530531,14.180847514180849,14.180847514180849,552.2188855522188,10.01001001001001,446.2796129462796,13.346680013346681,172.6726726726727,0.8341675008341676,0,2.5025025025025025
2015,University of Iowa,16,410,164,250,37,410,0,0,0,153658,Public,4-year,40796,21010,21010,21124,21124,40910,12194,12194,31980,0.81,85,23357,19911,0.03,0.06,0.04,0.67,0.04,0.67,0.07,0.03,0.47,0.41,0.12,30844,24620,72,0.88,0.46,0.28,0.18,0,0.23,0.09,0.01,0.21,45206,IA,1,-91.535698,41.660695,Semester,540,690,630,460,15,"Public, 4-year or above",1,0,1,0,0,59,650,0,1,1,0,0,0,0,58,649,0,0,4,2,0,0,0,0,4,1,0,0,0,17,106,0,0,2,13,36,6,1,0,0,1,2,0,0,9,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,91,0,0,0,2,30,0,1,death,NA,NA,1,NA,132,651,61,11,9,123,59,650,100,106.99001426533523,527.6552976267669,49.442355077162496,8.91583452211127,7.294773699909221,99.69524056542602,47.82129425496044,526.8447672156659,81.05304111010246,47.01076384385942,526.0342368045649,12.968486577616392,332.31746855142006,29.989625210737906,132.92698742056803,0,0.8105304111010245,3.242121644404098
2016,University of Iowa,48,486,168,242,33,486,0,0,0,153658,Public,4-year,42113,21875,21875,21533,21533,41771,12375,12375,32613,0.84,87,24476,20868,0.03,0.07,0.04,0.68,0.04,0.69,0.07,0.03,0.5,0.42,0.08,32011,25624,72,0.9,0.48,0.28,0.18,0,0.22,0.1,0.03,0.19,44255,IA,1,-91.536425,41.661935,Semester,540,680,640,480,15,"Public, 4-year or above",1,0,0,0,0,57,625,0,0,1,0,0,0,0,49,624,0,0,1,3,0,0,1,17,0,1,0,0,0,20,20,0,0,0,20,30,13,4,0,0,4,6,0,0,3,31,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,2,24,0,3,death,NA,NA,1,NA,54,626,57,4,14,40,57,625,20,42.17300303020836,488.89444253537846,44.51594764299772,3.1239261503858047,10.933741526350317,31.23926150385805,44.51594764299772,488.11346099778206,15.619630751929025,38.26809534222611,487.3324794601856,37.48711380462966,379.55702727187526,25.772390740682887,131.2048983162038,0,0,0.7809815375964512
2017,University of Iowa,26,393,136,313,34,393,0,0.6712328767123288,0,153658,Public,4-year,44251,22607,22607,21923,21923,43567,12765,12765,34409,0.86,86,24503,21222,0.03,0.07,0.05,0.69,0.04,0.71,0.07,0.03,0.58,0.38,0.03,32166,25972,74,0.92,0.47,0.28,0.16,0,0.22,0.11,0.08,0.14,46879,IA,1,-91.536425,41.661935,Semester,570,690,680,570,16,"Public, 4-year or above",1,0,0,0,0,55,693,0,2,1,0,0,0,0,39,682,0,0,11,5,0,0,0,8,7,0,1,0,0,24,51,0,0,2,23,21,12,2,1,0,2,1,0,0,8,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,4,0,0,death,NA,NA,1,NA,94,694,57,10,19,75,55,693,23,73.05850898464217,539.3894173972518,44.30143629919791,7.7721818068768265,14.76714543306597,58.2913635515762,42.746999937822544,538.6121992165641,17.8760181558167,30.31150904681962,530.0627992289996,20.207672697879747,305.4467450102593,26.42541814338121,105.70167257352485,0,0,8.54939998756451
2018,University of Iowa,32,435,117,278,21,435,0,1,0,153658,Public,4-year,46205,24239,24239,22947,22947,44913,13523,13523,35489,0.83,86,23989,21690,0.03,0.07,0.05,0.71,0.04,0.72,0.08,0.03,0.58,0.38,0.04,31656,26432,73,0.85,0.46,0.24,0.12,0,0.17,0.08,0.04,0.36,49895,IA,1,-91.536425,41.661935,Semester,560,670,660,560,16,"Public, 4-year or above",1,0,0,0,1,44,546,0,1,0,0,0,0,0,42,545,0,0,13,1,0,0,0,2,2,1,0,0,0,31,41,0,0,0,16,17,9,2,0,0,6,5,0,0,8,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,4,14,0,1,death,NA,NA,1,NA,97,546,45,8,25,72,44,546,33,76.60475107404599,431.1978771796816,35.53828658074299,6.317917614354308,19.743492544857215,56.86125852918878,34.748546878948694,431.1978771796816,26.061410159211526,33.16906747536012,430.40813747788735,25.271670457417233,343.53677028051555,16.58453373768006,92.39954510993176,0,0,10.266616123325752
2019,University of Iowa,36,439,83,211,21,439,0,0.6520547945205479,0,153658,Public,4-year,46769,24806,24806,23286,23286,45249,13862,13862,35825,0.83,86,23482,21212,0.03,0.07,0.05,0.72,0.04,0.74,0.08,0.03,0.56,0.42,0.02,31240,26664,72,NA,NA,0.3,0.15,0,0.25,0.07,0.08,0.14,52065,NA,NA,-91.536425,41.661935,Semester,570,680,660,560,16,"Public, 4-year or above",1,0,0,0,0,31,556,0,0,0,0,0,0,0,28,553,0,0,18,8,0,0,1,2,1,0,0,0,0,27,22,0,0,2,28,13,3,0,0,0,5,4,0,0,5,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,4,5,0,0,death,NA,NA,1,NA,84,556,31,8,35,49,31,556,23,67.22151088348271,444.94238156209985,24.807938540332906,6.402048655569782,28.0089628681178,39.212548015364916,24.807938540332906,444.94238156209985,18.405889884763123,22.40717029449424,442.5416133162612,28.80921895006402,351.3124199743918,16.805377720870677,66.42125480153649,0,0,14.40460947503201
2014,University of Kansas,5,52,81,176,44,52,0,0,0,155317,Public,4-year,39405,24122,24122,24122,24122,39405,14984,14984,30267,0.91,80,19343,17335,0.04,0.06,0.04,0.7,0.04,0.72,0.07,0.05,0.62,0.34,0.04,27180,23183,60,0.83,0.49,0.27,0.24,0.01,0.22,0.1,0.02,0.14,59750,KS,1,-95.24587,38.957351,Semester,NA,NA,NA,NA,17,"Public, 4-year or above",1,0,0,0,2,102,841,0,0,0,0,0,0,2,97,841,0,0,4,4,0,0,0,2,50,3,0,0,0,14,11,0,0,2,7,40,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,1,0,21,0,0,behavior,NA,NA,0,NA,33,841,102,3,8,25,102,841,16,30.353200883002206,773.5467255334805,93.81898454746137,2.759381898454746,7.358351729212656,22.994849153789552,93.81898454746137,773.5467255334805,14.716703458425313,89.22001471670346,773.5467255334805,4.59896983075791,47.829286239882265,40.47093451066961,74.50331125827815,0,0,3.679175864606328
2015,University of Kansas,1,43,90,139,37,43,0,0,0,155317,Public,4-year,39951,24117,24117,24117,24117,39951,14941,14941,30775,0.93,80,19245,17191,0.04,0.06,0.04,0.7,0.04,0.71,0.07,0.04,0.58,0.35,0.07,27259,23046,61,0.82,0.47,0.26,0.22,0.01,0.19,0.12,0,0.19,60777,KS,1,-95.247618,38.958551,Semester,NA,NA,NA,NA,16,"Public, 4-year or above",1,0,0,0,0,91,702,0,0,0,0,0,0,0,86,702,0,0,2,0,0,0,0,0,8,3,0,0,0,13,6,0,0,3,9,30,9,1,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,1,behavior,NA,NA,0,NA,23,702,91,4,4,19,91,702,10,21.09395062181298,643.8240581092483,83.458674199347,3.6685131516196483,3.6685131516196483,17.42543747019333,83.458674199347,643.8240581092483,9.171282879049121,78.87303275982245,643.8240581092483,0.9171282879049121,39.436516379911225,33.933746652481744,82.54154591144209,0,0,1.8342565758098242
2016,University of Kansas,1,32,66,167,40,32,0,0,0,155317,Public,4-year,41999,25215,25215,25215,25215,41999,15605,15605,32389,0.93,81,19262,17141,0.04,0.06,0.04,0.7,0.05,0.71,0.08,0.04,0.57,0.38,0.05,27565,23006,63,0.86,0.5,0.28,0.21,0.01,0.19,0.12,0,0.18,58220,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17,"Public, 4-year or above",1,0,0,0,0,56,729,0,0,0,0,0,0,0,47,709,0,0,7,0,0,0,1,1,7,3,0,0,0,6,8,0,0,1,14,26,5,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,16,0,0,behavior,NA,NA,0,NA,22,729,56,5,8,14,56,729,11,19.95283874478505,661.1645202249229,50.789044077634685,4.53473607836024,7.255577725376384,12.697261019408671,50.789044077634685,661.1645202249229,9.976419372392526,42.62651913658625,643.025575911482,0.906947215672048,29.022310901505534,36.27788862688192,59.85851623435516,0,0,6.348630509704336
2017,University of Kansas,1,29,67,108,49,29,0,0,0,155317,Public,4-year,41074,25306,25306,25306,25306,41074,15030,15030,30798,0.93,83,19338,17151,0.04,0.07,0.05,0.7,0.05,0.71,0.08,0.04,0.58,0.38,0.04,27625,22888,63,0.86,0.47,0.27,0.21,0.01,0.18,0.09,0.01,0.22,63482,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17,"Public, 4-year or above",1,0,0,0,0,67,480,0,0,0,0,0,0,0,67,459,0,0,2,0,0,0,1,3,7,2,0,0,0,13,13,0,0,2,14,16,7,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,1,7,0,0,behavior,NA,NA,0,NA,28,480,67,4,2,26,67,480,14,25.339366515837103,434.38914027149326,60.633484162895925,3.6199095022624435,1.8099547511312217,23.529411764705884,60.633484162895925,434.38914027149326,12.669683257918551,60.633484162895925,415.38461538461536,0.9049773755656109,26.244343891402714,44.34389140271493,60.633484162895925,0,0,1.8099547511312217
2018,University of Kansas,14,74,48,112,34,74,0,0.01643835616438356,4,155317,Public,4-year,42776,26566,26566,25042,25042,41252,15304,15304,31514,0.92,84,19596,17333,0.04,0.07,0.05,0.69,0.05,0.7,0.08,0.04,0.58,0.37,0.04,27690,23027,65,0.85,0.45,0.27,0.2,0.01,0.18,0.12,0.01,0.2,68590,KS,1,-95.247567,38.958549,Semester,NA,NA,NA,NA,17,"Public, 4-year or above",1,0,0,0,5,113,505,0,0,0,0,0,0,5,109,487,0,0,3,1,0,0,0,6,19,6,0,1,0,13,13,0,0,4,18,16,5,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,3,10,0,0,behavior,NA,NA,0,NA,30,505,113,4,4,26,113,505,21,27.085590465872155,455.9407728421813,102.0223907547851,3.6114120621162873,3.6114120621162873,23.474178403755868,102.0223907547851,455.9407728421813,18.95991332611051,98.41097869266882,439.68941856265803,12.639942217407006,66.81112314915133,30.69700252798844,43.33694474539545,0,0,2.7085590465872156
2019,University of Kansas,7,65,48,86,19,65,0,0,6,155317,Public,4-year,43698,26830,26830,25202,25202,42070,15512,15512,32380,0.93,86,19667,17257,0.04,0.08,0.05,0.69,0.05,0.7,0.09,0.04,0.58,0.39,0.04,27552,22877,67,NA,NA,0.28,0.21,0.01,0.21,0.1,0.01,0.17,71438,NA,NA,-95.247567,38.958549,Semester,NA,NA,NA,NA,17,"Public, 4-year or above",1,0,2,0,4,92,388,0,0,0,0,0,0,4,89,379,0,0,9,2,0,0,0,2,2,0,0,0,0,12,8,0,0,2,25,11,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,2,5,0,1,behavior,NA,NA,0,NA,31,388,94,2,11,20,92,388,12,28.128629500580722,352.06155632984905,85.29326364692218,1.8147502903600465,9.981126596980257,18.147502903600465,83.47851335656213,352.06155632984905,10.888501742160278,80.75638792102207,343.8951800232288,6.351626016260163,58.979384436701515,17.240127758420442,43.55400696864111,0,1.8147502903600465,8.16637630662021
2014,University of Kentucky,30,684,195,490,34,684,0,0,0,157085,Public,4-year,37602,25330,25330,25330,25330,37602,14824,14824,27096,0.72,82,22223,20690,0.07,0.04,0.03,0.75,0.03,0.76,0.04,0.08,0.61,0.37,0.03,29203,26469,61,0.94,0.49,0.19,0.19,0.01,0.23,0.05,0.1,0.22,46319,KY,1,-84.509177,38.032393,Semester,510,640,620,490,18,"Public, 4-year or above",1,0,1,0,1,71,731,0,0,2,0,0,0,0,49,717,0,0,0,0,0,0,0,1,2,2,0,0,0,9,12,0,0,5,3,29,12,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,22,733,72,11,1,21,71,731,6,18.83368147108174,627.5040235592234,61.63750299626751,9.41684073554087,0.8560764305037153,17.977605040578023,60.781426565763795,625.791870698216,5.136458583022292,41.947745094682055,613.806800671164,25.682292915111464,585.5562784645413,29.10659863712632,166.9349039482245,0,0.8560764305037153,0
2015,University of Kentucky,36,665,217,537,20,665,0,0,0,157085,Public,4-year,40032,26700,26700,26700,26700,40032,15258,15258,28590,0.89,83,22705,21199,0.07,0.04,0.03,0.74,0.02,0.76,0.04,0.07,0.6,0.38,0.02,29727,26944,63,0.93,0.49,0.21,0.19,0.02,0.26,0.06,0.03,0.24,45495,KY,1,-84.505653,38.035818,Semester,510,630,620,500,17,"Public, 4-year or above",1,0,2,0,0,53,529,0,0,0,0,0,0,0,49,526,0,0,0,2,0,0,2,0,6,3,0,0,0,19,17,0,0,1,17,16,32,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,38,529,55,4,2,36,53,529,15,31.95747973222996,444.88175732499076,46.25424698085915,3.3639452349715744,1.6819726174857872,30.275507114744173,44.57227436337337,444.88175732499076,12.614794631143406,41.208329128401786,442.35879839876213,30.275507114744173,559.2558953140243,16.819726174857873,182.49402899720792,0,1.6819726174857872,0
2016,University of Kentucky,79,451,240,595,33,451,0,0,0,157085,Public,4-year,42778,27928,27928,27928,27928,42778,15690,15690,30540,0.91,82,22621,20833,0.07,0.04,0.03,0.74,0.03,0.75,0.04,0.08,0.61,0.37,0.01,29781,26682,64,0.94,0.5,0.2,0.18,0.01,0.24,0.07,0,0.3,44748,KY,1,-84.504747,38.038911,Semester,500,630,620,500,17,"Public, 4-year or above",1,0,0,0,0,48,456,0,0,0,0,0,0,0,43,455,0,0,0,0,0,0,0,1,0,0,0,0,2,18,20,0,0,4,14,25,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,38,456,48,4,0,38,48,456,16,31.899533259460732,382.79439911352875,40.29414727510829,3.357845606259024,0,31.899533259460732,40.29414727510829,382.79439911352875,13.431382425036096,36.096840267284506,381.954937711964,66.31745072361572,378.597092105705,27.70222625163695,201.47073637554143,0,0,0
2017,University of Kentucky,65,496,294,649,35,496,0,0,0,157085,Public,4-year,45634,29530,29530,29530,29530,45634,16672,16672,32776,0.96,83,22425,20657,0.07,0.04,0.03,0.74,0.03,0.75,0.05,0.08,0.63,0.35,0.02,29465,26396,65,0.95,0.49,0.21,0.16,0.02,0.24,0.06,0.07,0.24,46841,KY,1,-84.504747,38.038911,Semester,530,670,660,550,17,"Public, 4-year or above",1,0,0,0,0,63,618,0,0,0,0,0,0,0,58,613,0,0,1,1,0,0,0,0,1,2,1,0,0,17,22,0,0,2,5,31,24,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,13,0,2,NA,NA,NA,NA,NA,41,618,63,2,2,39,63,618,14,34.78703546580689,524.3509248260649,53.45324961819108,1.696928559307653,1.696928559307653,33.09010690649924,53.45324961819108,524.3509248260649,11.878499915153572,49.21092821992194,520.1086034277957,55.150178177498724,420.8382827082979,29.69624978788393,249.44849821822498,0,0,0.8484642796538265
2018,University of Kentucky,56,439,398,573,21,439,0,0,0,157085,Public,4-year,46955,30101,30101,30101,30101,46955,17293,17293,34147,0.94,85,22136,20484,0.07,0.05,0.03,0.74,0.03,0.75,0.05,0.07,0.63,0.35,0.01,29182,26158,66,0.94,0.46,0.21,0.16,0.02,0.25,0.06,0.06,0.24,49725,KY,1,-84.504747,38.038911,Semester,530,650,650,550,16,"Public, 4-year or above",1,0,0,0,0,145,627,0,0,0,0,0,0,0,134,623,0,0,2,0,0,0,0,0,0,3,0,0,0,21,22,0,0,0,5,21,16,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,2,2,0,1,NA,NA,NA,NA,NA,47,627,145,2,4,43,145,627,16,40.2645466383387,537.1461860050716,124.22040984168322,1.7133849633335618,3.4267699266671237,36.83777671167158,124.22040984168322,537.1461860050716,13.707079706668495,114.79679254334863,533.7194160784045,47.97477897333973,376.0879994517168,17.9905421150024,340.9636077033788,0,0,1.7133849633335618
