month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
3,2017,University of Pittsburgh-Pittsburgh Campus,1,19,6,4,1,19,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
4,2017,University of Pittsburgh-Pittsburgh Campus,5,21,6,9,3,21,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
5,2017,University of Pittsburgh-Pittsburgh Campus,1,4,5,3,2,4,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
6,2017,University of Pittsburgh-Pittsburgh Campus,0,10,5,7,0,10,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
7,2017,University of Pittsburgh-Pittsburgh Campus,1,12,3,3,2,12,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
8,2017,University of Pittsburgh-Pittsburgh Campus,1,16,2,6,0,16,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
9,2017,University of Pittsburgh-Pittsburgh Campus,3,65,12,7,2,65,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
10,2017,University of Pittsburgh-Pittsburgh Campus,5,45,11,7,3,45,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
11,2017,University of Pittsburgh-Pittsburgh Campus,1,24,5,6,0,24,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
12,2017,University of Pittsburgh-Pittsburgh Campus,2,12,5,5,2,12,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,82,19326,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28642,1397,2494,15160,13482,9381,9945,984,1934,717,6914,6934,18772,18390,8885,9505,19326
1,2018,University of Pittsburgh-Pittsburgh Campus,2,25,12,3,0,25,0,0.5,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
2,2018,University of Pittsburgh-Pittsburgh Campus,0,22,9,5,1,22,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
3,2018,University of Pittsburgh-Pittsburgh Campus,1,20,5,5,2,20,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
4,2018,University of Pittsburgh-Pittsburgh Campus,2,18,7,10,0,18,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
5,2018,University of Pittsburgh-Pittsburgh Campus,1,9,3,1,2,9,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
6,2018,University of Pittsburgh-Pittsburgh Campus,1,6,1,5,0,6,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
7,2018,University of Pittsburgh-Pittsburgh Campus,0,2,0,5,9,2,0,1,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
8,2018,University of Pittsburgh-Pittsburgh Campus,0,6,3,3,1,6,0,0.9230769230769231,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
9,2018,University of Pittsburgh-Pittsburgh Campus,0,22,3,1,1,22,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
10,2018,University of Pittsburgh-Pittsburgh Campus,3,15,5,7,3,15,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
11,2018,University of Pittsburgh-Pittsburgh Campus,1,8,1,5,5,8,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
12,2018,University of Pittsburgh-Pittsburgh Campus,0,9,3,3,2,9,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,19330,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,28673,1379,2581,15409,13264,9221,10109,972,2028,809,6632,6900,18450,18421,8742,9679,19330
1,2019,University of Pittsburgh-Pittsburgh Campus,0,11,4,4,1,11,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
2,2019,University of Pittsburgh-Pittsburgh Campus,0,11,2,3,1,11,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
3,2019,University of Pittsburgh-Pittsburgh Campus,0,7,2,8,6,7,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
4,2019,University of Pittsburgh-Pittsburgh Campus,1,8,4,5,0,8,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
5,2019,University of Pittsburgh-Pittsburgh Campus,0,1,0,5,0,1,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
6,2019,University of Pittsburgh-Pittsburgh Campus,0,4,1,6,3,4,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
7,2019,University of Pittsburgh-Pittsburgh Campus,1,1,1,1,0,1,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
8,2019,University of Pittsburgh-Pittsburgh Campus,0,11,2,1,0,11,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
9,2019,University of Pittsburgh-Pittsburgh Campus,0,28,6,4,4,28,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
10,2019,University of Pittsburgh-Pittsburgh Campus,0,16,3,1,2,16,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
11,2019,University of Pittsburgh-Pittsburgh Campus,1,18,3,3,7,18,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
12,2019,University of Pittsburgh-Pittsburgh Campus,0,6,1,1,1,6,0,0,2018-01-19T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,1,NA,alcohol,NA,215293,83,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA,32686,1562,2917,17947,14739,10747,12638,1146,2354,1094,7745,8712,21356,18392,8488,9904,23385
1,2014,University of Vermont,1,28,24,0,1,28,6,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
2,2014,University of Vermont,2,32,29,3,0,32,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
3,2014,University of Vermont,0,32,13,4,2,32,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
4,2014,University of Vermont,1,41,34,5,2,41,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
5,2014,University of Vermont,1,21,6,6,1,21,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
6,2014,University of Vermont,0,3,0,2,0,3,6,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
7,2014,University of Vermont,0,12,1,2,0,12,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
8,2014,University of Vermont,0,37,16,4,1,37,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
9,2014,University of Vermont,0,72,17,11,2,72,9,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
10,2014,University of Vermont,2,37,12,12,2,37,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
11,2014,University of Vermont,0,17,12,9,2,17,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
12,2014,University of Vermont,1,4,4,4,1,4,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,76,10992,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12856,166,388,7144,5712,4938,6054,137,278,472,4041,4951,10329,9898,4491,5407,10992
1,2015,University of Vermont,1,18,6,1,4,18,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
2,2015,University of Vermont,0,15,9,6,0,15,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
3,2015,University of Vermont,0,17,7,7,1,17,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
4,2015,University of Vermont,1,32,5,3,0,32,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
5,2015,University of Vermont,0,9,3,10,1,9,8,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
6,2015,University of Vermont,0,12,1,1,0,12,0,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
7,2015,University of Vermont,0,6,0,1,0,6,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
8,2015,University of Vermont,0,9,6,5,0,9,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
9,2015,University of Vermont,2,50,27,10,0,50,17,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
10,2015,University of Vermont,2,36,14,14,0,36,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
11,2015,University of Vermont,2,16,21,3,1,16,1,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
12,2015,University of Vermont,0,14,9,0,0,14,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,77,10973,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,12815,183,401,7174,5641,4867,6106,157,292,450,3911,4928,10022,9991,4443,5548,10973
1,2016,University of Vermont,1,24,8,2,0,24,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
2,2016,University of Vermont,3,28,13,4,0,28,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
3,2016,University of Vermont,0,9,10,4,2,9,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
4,2016,University of Vermont,1,31,16,5,0,31,4,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
5,2016,University of Vermont,0,6,6,3,1,6,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
6,2016,University of Vermont,1,8,4,1,0,8,5,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
7,2016,University of Vermont,0,14,4,3,0,14,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
8,2016,University of Vermont,0,15,8,0,0,15,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
9,2016,University of Vermont,1,55,41,9,2,55,8,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
10,2016,University of Vermont,3,52,28,2,2,52,9,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
11,2016,University of Vermont,1,11,20,2,0,11,2,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
12,2016,University of Vermont,1,24,19,1,0,24,3,0,2019-02-05T00:00:00Z,2019-04-02T00:00:00Z,NA,NA,1,NA,death,NA,231174,74,11159,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA,13105,169,411,7509,5596,4809,6350,148,311,475,3836,5124,10110,10183,4381,5802,11159
